,1,1_val,2,2_val,3,3_val,4,4_val,5,5_val
0,27.0,0.00014047634690285063,70.0,0.0002846200752428956,108.0,5.222755240177172e-05,145.0,7.2642455700010696e-06,198.0,7.244429642285207e-05
1,28.0,0.0002500724562696542,71.0,0.0004016354590918864,109.0,7.196810796538654e-05,146.0,9.953850363114144e-06,199.0,9.119165846345966e-05
2,29.0,0.000429821908635215,72.0,0.0005588875300707775,110.0,9.826849614233205e-05,147.0,1.3546503675839494e-05,200.0,0.0001142165689919119
3,30.0,0.0007141475982684104,73.0,0.0007670548627174718,111.0,0.00013297139985114017,148.0,1.8311290393236243e-05,201.0,0.00014234330464961336
4,31.0,0.0011482778103984058,74.0,0.0010385312652505926,112.0,0.00017832290392478053,149.0,2.458590096323996e-05,202.0,0.00017651827160411717
5,32.0,0.0017886183439426281,75.0,0.0013873408688753668,113.0,0.00023702578528888413,150.0,3.279052084471661e-05,203.0,0.00021781993295982976
6,33.0,0.002701621022109723,76.0,0.0018289189326918345,114.0,0.00031228969426516965,151.0,4.344350073460601e-05,204.0,0.0002674677622405697
7,34.0,0.0039606475426421425,77.0,0.0023797350018682287,115.0,0.0004078746572874102,152.0,5.717875202998296e-05,205.0,0.000326829744735498
8,35.0,0.00564051603700584,78.0,0.0030567425582110415,116.0,0.00052812368191771,153.0,7.476471596534471e-05,206.0,0.00039742789454817626
9,36.0,0.007809748060563856,79.0,0.0038766504219996025,117.0,0.0006779796998697372,154.0,9.712463800767519e-05,207.0,0.0004809412104653249
10,37.0,0.01052097494174041,80.0,0.004855025564172407,118.0,0.0008629817128022749,155.0,0.00012535774211860568,208.0,0.0005792054620891461
11,38.0,0.01380044453504557,81.0,0.006005253845810082,119.0,0.001089234882676164,156.0,0.00016076074462558626,209.0,0.0006942091830055608
12,39.0,0.017637992569157036,82.0,0.00733740321228133,120.0,0.0013633495050984854,157.0,0.00020484897865299023,210.0,0.0008280852540112112
13,40.0,0.02197909723506469,83.0,0.008857051318202849,121.0,0.001692344382810884,158.0,0.0002593762232572582,211.0,0.0009830974902249774
14,41.0,0.026720629173108412,84.0,0.010564154468688261,122.0,0.0020835111229271937,159.0,0.0003263521545262591,212.0,0.0011616217044286945
15,42.0,0.03171159424208293,85.0,0.01245204509986603,123.0,0.002544237336651456,160.0,0.00040805616887314627,213.0,0.001366120807630399
16,43.0,0.03675956019728851,86.0,0.014506648951015116,124.0,0.003081788613165279,161.0,0.0005070461833042697,214.0,0.001599113628005505
17,44.0,0.04164264595441759,87.0,0.01670600922401001,125.0,0.003703051422154734,162.0,0.0006261609067211015,215.0,0.0018631372812499556
18,45.0,0.0461260737628378,88.0,0.01902019269887662,126.0,0.004414241683855282,163.0,0.0007685140143383392,216.0,0.0021607031076984304
19,46.0,0.04998150669851657,89.0,0.021411632158676135,127.0,0.005220586503486333,164.0,0.0009374786581765755,217.0,0.0024942464014472495
20,47.0,0.05300687145488334,90.0,0.02383593169588008,128.0,0.006125989334680401,165.0,0.0011366608236299469,218.0,0.002866070389640529
21,48.0,0.0550442072354839,91.0,0.02624312854962003,129.0,0.007132691422557339,166.0,0.0013698602067670788,219.0,0.0032782851697638884
22,49.0,0.05599332113413942,92.0,0.028579369821819096,130.0,0.00824094457406788,167.0,0.001641017547757126,220.0,0.003732742571341311
23,50.0,0.055819624365802595,93.0,0.030788927972508377,131.0,0.009448711903331353,168.0,0.0019541477170019472,221.0,0.004230968166484619
24,51.0,0.05455535923711786,94.0,0.03281644875507649,132.0,0.010751414011384911,169.0,0.0023132583114115145,222.0,0.004774091900886293
25,52.0,0.052294349199496645,95.0,0.03460930231545673,133.0,0.012141737926258242,170.0,0.0027222540720164517,223.0,0.005362779041555355
26,53.0,0.049181251891060984,96.0,0.036119895014298055,134.0,0.013609524945221739,171.0,0.003184828067401106,224.0,0.005997163328359955
27,54.0,0.04539693224903486,97.0,0.037307797681138316,135.0,0.01514175124722636,172.0,0.003704341280107351,225.0,0.0066767843617920285
