,X,Actual,Best Poisson,Best NB,Poiss 1,Poiss 2,Poiss 3,Poiss 4,Poiss 5,Neg Binom 1,Neg Binom 2,Neg Binom 3,Neg Binom 4,Neg Binom 5
0,1.0,0.009155914402317205,0.007329927225070039,0.007195022251177751,4.0054765060304476e-15,3.2552259499052383e-12,9.194392677769336e-10,0.006035994113959332,0.007329927225070039,6.399394902878441e-15,4.3437146240998814e-12,5.730135393955393e-10,0.006056467196371246,0.007195022251177751
1,2.0,0.006253215825429815,0.007674786287608206,0.007657805438341067,7.361646015002776e-14,4.7109646045262465e-11,1.007385540523903e-08,0.008175838860512579,0.007674786287608206,1.1607641930977408e-13,6.214282387284609e-11,6.444206514764905e-09,0.008187854119649283,0.007657805438341067
2,3.0,0.005226881477591223,0.005494306917359347,0.0055518223535575145,9.019365115880973e-13,4.5451448334177247e-10,7.358387089147905e-08,0.007382917963366169,0.005494306917359347,1.4034979775590095e-12,5.926933561994918e-10,4.831568638490741e-08,0.007379637019000729,0.0055518223535575145
3,4.0,0.004488440072993245,0.0032951417816543946,0.003323546194955055,8.287741153079065e-12,3.2888770621838925e-09,4.031245775569861e-07,0.005000492627458608,0.0032951417816543946,1.2727448435445599e-11,4.239662761487684e-09,2.716916284945317e-07,0.00498875829545673,0.003323546194955055
4,5.0,0.0039695137086044035,0.0022590936816431896,0.002206881127986838,6.092371659244256e-11,1.903875907708491e-08,1.766846883179303e-06,0.002710878771493213,0.0022590936816431896,9.233384629797614e-11,2.426184312221552e-08,1.2222685909319894e-06,0.002699466862648751,0.002206881127986838
5,6.0,0.0038797635496107988,0.002285122524156396,0.002161477953699631,3.7321180521021624e-10,9.184382632676166e-08,6.453529217445488e-06,0.0012297186736266248,0.002285122524156396,5.582121583545818e-10,1.157009141667352e-07,4.582414990185815e-06,0.0012225571356521757,0.002161477953699631
6,7.0,0.003649395930828993,0.002857748433556801,0.00270458983970484,1.9596457234705156e-09,3.7976660972492346e-07,2.0205962088436398e-05,0.0004937389658543128,0.002857748433556801,2.892616765906575e-09,4.7293944448537073e-07,1.472663777747716e-05,0.0004909434725010589,0.00270458983970484
7,8.0,0.0033832747249703584,0.003513952118794557,0.0033820495953101604,9.003426194691133e-09,1.3740258352542417e-06,5.536266000537868e-05,0.00021563430790162534,0.003513952118794557,1.311567317252571e-08,1.6915541682428238e-06,4.141556652485128e-05,0.00021653287843788295,0.0033820495953101604
8,9.0,0.0033786141084054086,0.003959126348353499,0.0038898139942354377,3.676931431160699e-08,4.419012000211452e-06,0.000134857208772213,0.00018189056918242654,0.003959126348353499,5.286129841231696e-08,5.377976611928032e-06,0.0001035466138307622,0.00018674537640896074,0.0038898139942354377
9,10.0,0.0034791502657350406,0.004074417374594206,0.004086178423339577,1.3514679869089039e-07,1.279100600744135e-05,0.00029572286175377814,0.00030362872267779804,0.004074417374594206,1.9174655918607897e-07,1.538869528398606e-05,0.00023304993055187333,0.0003139850299749315,0.004086178423339577
10,11.0,0.0035042510149491273,0.0038965788062939907,0.003980616490153077,4.5157855472219635e-07,3.3659000132235054e-05,0.0005897571784192089,0.0005777995924113942,0.0038965788062939907,6.323022458676331e-07,4.003157006009965e-05,0.00047699990762797243,0.0005961160459756957,0.003980616490153077
11,12.0,0.0036855489993256755,0.003573246000505744,0.003699552363909984,1.3831595985910536e-06,8.1193834825786e-05,0.0010787828455695353,0.0010430796299160652,0.003573246000505744,1.911319597102095e-06,9.546192505066348e-05,0.0008954155474628213,0.0010719508913093938,0.003699552363909984
12,13.0,0.00394700958861936,0.003300765641467588,0.003430736663793509,3.910652031637214e-06,0.0001808018027096986,0.0018231917325345036,0.0017476830546223,0.003300765641467588,5.333101719713976e-06,0.0002101443143016639,0.0015527809825440012,0.0017887545424634084,0.003430736663793509
13,14.0,0.004285836412891212,0.0032643709939863636,0.0033637095596192224,1.0266948186996028e-05,0.00037387502852666895,0.002865211289471407,0.002725381361842784,0.0032643709939863636,1.3817890604407232e-05,0.0004295880090741796,0.0025033803157260177,0.002778157356548411,0.0033637095596192224
14,15.0,0.004966819073267023,0.0035968984764584394,0.003644248951611147,2.5157665765261975e-05,0.0007216525346439165,0.004211611580344215,0.0039776392724799135,0.0035968984764584394,3.3414923355967914e-05,0.0008197268797631423,0.00377361538584042,0.004038583324974216,0.003644248951611147
15,16.0,0.0056631817683071685,0.004360477648837716,0.004350473513285831,5.779238160915582e-05,0.0013060514147360484,0.005822682605752219,0.0054645641187231085,0.004360477648837716,7.575485936191922e-05,0.0014666395730169807,0.005347210511447411,0.005526963797472034,0.004350473513285831
16,17.0,0.0065848519841443165,0.00554704172727815,0.005488809676090508,0.0001249516232162736,0.0022250943346100406,0.007613721728911614,0.007108524770009168,0.00554704172727815,0.00016164103406726867,0.002470265908160821,0.007159984716092559,0.007163431646571132,0.005488809676090508
17,18.0,0.007712787773098815,0.007091427743772523,0.007004334289427507,0.0002551465080346633,0.003581252411519296,0.009471591122170117,0.008811421582022656,0.007091427743772523,0.0003257385909382158,0.003930767364070682,0.00910872304520732,0.008849609697742318,0.007004334289427507
18,19.0,0.008924215178802557,0.008892341291933928,0.0088004800680655,0.0004935785293535295,0.005462799178614553,0.011283323880369055,0.010481655742502542,0.008892341291933928,0.0006218787579455494,0.00592825771125461,0.011074007876326442,0.01049611442743903,0.0088004800680655
19,20.0,0.01059291564976452,0.010837704545410326,0.010764169961244255,0.0009070818887139624,0.007920813690584517,0.012968586678347684,0.01206251600012265,0.010837704545410326,0.0011278877850174496,0.008499318454919714,0.012951414307551031,0.012050700745847617,0.010764169961244255
20,21.0,0.01236794475864398,0.012830401116238482,0.012792209338427358,0.001587623185331958,0.010946968317530842,0.014505366305163568,0.013552187805915543,0.012830401116238482,0.0019482147181081148,0.011616076750552179,0.014681565175510154,0.013517240794180955,0.012792209338427358
21,22.0,0.014394447421320802,0.014809168784149444,0.014813689526222577,0.0026524364262454966,0.014458634121682194,0.015939724459715105,0.015007771416125809,0.014809168784149444,0.0032122133491447793,0.015174560896215068,0.016268957027734777,0.014958216217867639,0.014813689526222577
22,23.0,0.016424412256303016,0.01675921437533523,0.016802872020735524,0.004238745865545988,0.018297275887854313,0.0173753722056609,0.016530809136794365,0.01675921437533523,0.005066019267146445,0.018997822136113732,0.01778260518936463,0.016478710754279268,0.016802872020735524
23,24.0,0.01875571924232756,0.01870911341157942,0.01877871632804633,0.006491519546939932,0.022243367762660737,0.018945279687120384,0.018237906125795372,0.01870911341157942,0.007656775856520179,0.02285595350247077,0.01933725417553376,0.018195984182908447,0.01877871632804633
24,25.0,0.021163992981910417,0.02071436458287204,0.020790772746341647,0.009543915646370115,0.026046760223181187,0.020773187059439535,0.020224842242725593,0.02071436458287204,0.011109545379399559,0.026500471789021204,0.02106006244527349,0.020203352023113585,0.020790772746341647
25,26.0,0.023546833071095976,0.022832153487400628,0.022895335063809936,0.013491911255314242,0.029466879196561768,0.0229358361175342,0.02253451130029221,0.022832153487400628,0.0154993451667956,0.029706126378695963,0.02305210613085046,0.022538761198574564,0.022895335063809936
26,27.0,0.026120092637078055,0.02509475271206019,0.025128871354134594,0.01836664972090121,0.03231386390099274,0.025436241790871283,0.025137648398456017,0.02509475271206019,0.0208228436824169,0.032310500275388065,0.0253554191938604,0.02516680754344619,0.025128871354134594
27,28.0,0.028353926156658504,0.027489431568254237,0.027486618119542387,0.02410971872819061,0.03448090625164355,0.028194836529542106,0.027931332405745274,0.027489431568254237,0.026975685815533446,0.03424179272678013,0.027934362203111313,0.027978792249697293,0.027486618119542387
