,X,Actual,Best Poisson,Best NB,Poiss 1,Poiss 2,Poiss 3,Poiss 4,Poiss 5,Neg Binom 1,Neg Binom 2,Neg Binom 3,Neg Binom 4,Neg Binom 5
0,12.0,0.0011320661854333578,0.0011349366950410974,0.0011319811311657647,0.0,5.513417016770467e-10,7.569547280887818e-05,0.0005536004408472718,0.0011349366950410974,1.9574272758227096e-13,1.2045519698225884e-08,5.377221775919295e-05,0.0005470085604790158,0.0011319811311657647
1,13.0,0.001160270886409586,0.0019273677195960183,0.0019231490361377081,0.0,1.9772534462590002e-09,0.0001649683807806166,0.0010252660438544274,0.0019273677195960183,8.73314441596218e-13,3.925861524149005e-08,0.000119640366858237,0.0010142567419179445,0.0019231490361377081
2,14.0,0.00285304652725036,0.0030400235300380206,0.00303462301387371,0.0,6.584444732071065e-09,0.00033384651654608504,0.0017631843819761836,0.0030400235300380206,3.618018645096255e-12,1.1881185203949443e-07,0.00024717976864852735,0.001746315124305239,0.00303462301387371
3,15.0,0.003667598291443829,0.00447703839472555,0.00447090957776314,0.0,2.0465047112679102e-08,0.0006305648982481574,0.0028301236796899353,0.00447703839472555,1.3989682676185389e-11,3.355995463732303e-07,0.00047663395268502697,0.0028063617318408473,0.00447090957776314
4,16.0,0.006198406110040782,0.006184953437349796,0.006178959908484651,8.673617379884035e-19,5.963175859612785e-08,0.001116565133501275,0.004258935678541238,0.006184953437349796,5.071263287775851e-11,8.886981421180051e-07,0.0008616451404395674,0.004228168489394206,0.006178959908484651
5,17.0,0.008380885871581317,0.008049417067670086,0.0080447402988833,5.204170427930421e-18,1.6353606632074635e-07,0.0018608419697444646,0.006032487358717792,0.008049417067670086,1.7301970967054103e-10,2.214921246995738e-06,0.0014660309407762088,0.005995975877956482,0.0080447402988833
6,18.0,0.01174246315743307,0.009908709773339965,0.00990661798181301,2.0816681711721685e-17,4.23570682897903e-07,0.0029289470641706023,0.00807081098681414,0.009908709773339965,5.575083693309946e-10,5.213612661796735e-06,0.002355778821353134,0.008031406831496826,0.00990661798181301
7,19.0,0.011972401982141771,0.011582631418489055,0.011584152853766719,9.194034422677078e-17,1.039338807023657e-06,0.004367498846089504,0.01023153355884375,0.011582631418489055,1.701869171630288e-09,1.162621074172858e-05,0.003586288577360791,0.010193515767132254,0.011584152853766719
8,20.0,0.012158411985079996,0.01290962190294925,0.012915211974163671,3.7296554733501353e-16,2.422768948493609e-06,0.006186974407685946,0.012326264398905063,0.01290962190294925,4.935425195265464e-09,2.462982096693503e-05,0.005186570717910053,0.012294753105065824,0.012915211974163671
9,21.0,0.012040798382009124,0.013781665107045,0.013790971505179548,1.4415552085367267e-15,5.378702890659198e-06,0.00834710227077712,0.01415071841553947,0.013781665107045,1.3631187956164581e-08,4.9692980893847535e-05,0.007143768471025468,0.01413075889392257,0.013790971505179548
10,22.0,0.013147480336563877,0.01416694411260619,0.014178753904896875,5.311723283440983e-15,1.1398290615929896e-05,0.010749592282376886,0.015521781814141523,0.01416694411260619,3.59368027297996e-08,9.570299264873017e-05,0.009392331206947806,0.015517308739361526,0.014178753904896875
11,23.0,0.01310228230324947,0.014114118680069069,0.014126522274104401,1.8729809370121586e-14,2.3104508859336098e-05,0.013241807102872134,0.01631227489502053,0.014114118680069069,9.062332766325565e-08,0.0001762994081049886,0.011811865711181474,0.01632521536825505,0.014126522274104401
12,24.0,0.012948143612414384,0.013737824412255545,0.013748566281471999,6.329138602101381e-14,4.48818087346696e-05,0.015632444260204242,0.016474743119000483,0.013737824412255545,2.190066070786867e-07,0.0003112381462028538,0.014235997630829542,0.016504490039064148,0.013748566281471999
13,25.0,0.012922265799268695,0.013190354699180618,0.013197291720432776,2.0532707478704282e-13,8.369802177957478e-05,0.01771708496783577,0.01604888320958218,0.013190354699180618,5.080959396934481e-07,0.0005274801034051667,0.01647185942540312,0.016092259840358468,0.013197291720432776
14,26.0,0.012891452163452164,0.012627733006764532,0.012629290206692059,6.404928670766807e-13,0.00015008133951558388,0.01930862773516783,0.015151854582121198,0.012627733006764532,1.1334461100104276e-06,0.0008595794638691836,0.018326931204625023,0.015203569976295218,0.012629290206692059
