,X,Actual,Best Poisson,Best NB,Poiss 1,Poiss 2,Poiss 3,Poiss 4,Poiss 5,Neg Binom 1,Neg Binom 2,Neg Binom 3,Neg Binom 4,Neg Binom 5
0,9.0,0.00039442676453946794,0.0006302549000693118,0.0006327927940354204,3.584521733844114e-06,5.323713637050552e-06,8.688896524889565e-05,0.0005463925442376586,0.0006302549000693118,3.226089664204175e-06,5.574801636160608e-06,9.013703084241706e-05,0.0005424640768703485,0.0006327927940354204
1,10.0,0.0012963082551567752,0.001163817167048338,0.0011683213144017975,1.0931061395277365e-05,1.553729216452991e-05,0.00020847377327160976,0.0010439783687068449,0.001163817167048338,9.886175598511392e-06,1.6231834796745417e-05,0.00021557325172373294,0.0010377741737446267,0.0011683213144017975
2,11.0,0.0021872817779050747,0.001962700545889705,0.001969943062623932,3.0304056288140476e-05,4.122335114888423e-05,0.0004547987283590217,0.0018186943424749037,0.001962700545889705,2.7541499729250452e-05,4.296483837674557e-05,0.0004687817951291931,0.0018100970398855455,0.001969943062623932
3,12.0,0.003027797584253177,0.003054242226454557,0.003064863911819776,7.701062243161945e-05,0.0001002588447544181,0.0009097126389280962,0.002916717582136497,0.003054242226454557,7.033286262737295e-05,0.00010424860710257907,0.0009346917955476851,0.002906336950376604,0.003064863911819776
4,13.0,0.0049378965221985515,0.004428591959367421,0.004442862099568149,0.00018065017925445424,0.0002250816009213225,0.0016802686536437532,0.004344545556215784,0.004428591959367421,0.00016579329727615857,0.00023348838952499604,0.0017209265496476497,0.004333853286372667,0.004442862099568149
5,14.0,0.006704251196446813,0.006041230911826589,0.006058825873827783,0.0003934970462932579,0.00046921578897540263,0.002883273187127148,0.0060621450267429895,0.006041230911826589,0.00036290334565495033,0.00048559667573744737,0.0029437335103132153,0.006053270164835643,0.006058825873827783
6,15.0,0.008657848165771666,0.007829702449880332,0.00784958149384355,0.0007999840594780528,0.0009129395620985203,0.004621049543903085,0.007992644218554612,0.007829702449880332,0.0007413986853494134,0.0009425902912153341,0.004703231688724663,0.00798779910811656,0.00784958149384355
7,16.0,0.00991828727505244,0.009738165681991366,0.009758605064927001,0.0015247283178033318,0.0016652626245980441,0.006950422984659452,0.010046861670162116,0.009738165681991366,0.0014199857032155625,0.0017153059509407535,0.007052289771320668,0.010047553347049694,0.009758605064927001
8,17.0,0.011256420560381793,0.011738450798837802,0.01175725874330437,0.0027351091377886133,0.002858870884764943,0.009853418036755629,0.012153333511417537,0.011738450798837802,0.002559689234184974,0.002937861899215778,0.009967766198850996,0.012159661537665092,0.01175725874330437
9,18.0,0.014154794771268948,0.013836929293137746,0.013851817879761925,0.0046337571691558894,0.004635353246607547,0.013220277345296632,0.014280744753967982,0.013836929293137746,0.0043577967275021025,0.0047522328343029465,0.013334745001849028,0.014291105004687651,0.013851817879761925
10,19.0,0.016447542545257193,0.01606271294373085,0.016071763088066158,0.007437222690078793,0.0071201667677713715,0.016853484977876285,0.016442113912543917,0.01606271294373085,0.007028548348786941,0.007282544560169395,0.01695217275854299,0.0164534942794724,0.016071763088066158
11,20.0,0.018810957890225022,0.018441376726567538,0.018443507055291634,0.011339969997673482,0.010390138656299279,0.0204955318194468,0.01867776791145434,0.018441376726567538,0.010769312183969483,0.010602115112418679,0.02056211799124262,0.018686588009230252,0.018443507055291634
12,21.0,0.021477119533594033,0.02096521364272229,0.020960552932965948,0.016467350387931602,0.01443988284405331,0.02387518521447373,0.021023407485574238,0.02096521364272229,0.015715240314106052,0.014699856985871628,0.023896837356883863,0.021026627467815123,0.020960552932965948
13,22.0,0.02398795974491416,0.023572761979026684,0.023562827743055702,0.022826123421464513,0.01915593865400587,0.026760175726432318,0.023476064785092548,0.023572761979026684,0.021890251350829545,0.01945500113307862,0.026731164757069614,0.02347217138909219,0.023562827743055702
14,23.0,0.02627769611672998,0.026146462653102658,0.026134075478574787,0.030264635013364464,0.02430745996372595,0.029001357414481288,0.025971700968451195,0.026146462653102658,0.029165899501073858,0.02462895170904826,0.028925254201237986,0.025961221914117077,0.026134075478574787
15,24.0,0.028934622793436882,0.028529917170485045,0.028518815182540097,0.038455221272755746,0.029559367654417138,0.030555770949893753,0.02838351005160271,0.028529917170485045,0.03724059556982213,0.029879975969493166,0.03044546038298975,0.028368878074123877,0.028518815182540097
16,25.0,0.03066771820369191,0.030558757785089267,0.030552945081451073,0.04690794654501067,0.034508584837406785,0.03148271762557614,0.030542043604014267,0.030558757785089267,0.0456487766593703,0.03480097177657273,0.031358114638858944,0.030526868493094404,0.030552945081451073
17,26.0,0.032096795834628516,0.03209463635008856,0.032097560649291895,0.05501792275045415,0.03873784512662463,0.03191534979515634,0.03227047791980677,0.03209463635008856,0.053803230449256154,0.03897439859223902,0.031799368974062936,0.03225847950658907,0.032097560649291895
