,1,2,3,4,5
99,0.0021586283120039046,0.0024582091645318294,0.007712851019234999,0.007990593694425572,0.008560238476244191
100,0.001759740457936644,0.0020190631647192922,0.006970199948526218,0.0072620475444240785,0.008309462324933119
101,0.0014204978183977102,0.0016421097509676185,0.006237404771168658,0.006535392382464194,0.00801579913354238
102,0.0011355217841191897,0.0013225661445440456,0.005527523287436633,0.005824453341183829,0.007680305435404294
103,0.0008989887455397339,0.0010549612506784288,0.004851372398678957,0.005141006701453887,0.007305980377022462
104,0.0007049479949564395,0.0008334885824413434,0.004217403166877156,0.004494580432818057,0.006897525900664663
105,0.0005475746550563321,0.0006522982836415364,0.0036317066123651176,0.003892390051525385,0.006461020266903272
106,0.0004213584273725128,0.0005057255601971978,0.0030981301862508573,0.0033393934554235677,0.006003536131264976
107,0.00032123292546082464,0.0003884575749973587,0.002618480931032056,0.002838443314868632,0.0055327345850439405
108,0.00024265300769016557,0.0002956443221513738,0.0021927897838526483,0.002390512854613174,0.005056464323342332
109,0.00018162896890790316,0.0002229612054121668,0.0018196120133312942,0.001994970296478461,0.004582390940919019
110,0.00013472688312287393,0.00016663213964383442,0.0014963410028686055,0.0016498785209743234,0.0041176758925194614
111,9.904404385838406e-05,0.00012342217466372067,0.0012195160155302849,0.0013522992154519464,0.003668718522192871
112,7.21675636949092e-05,9.06081361462908e-05,0.0009851086988393592,0.001098584429161797,0.003240968357968643
113,5.212298951697603e-05,6.59348149342772e-05,0.0007887774501561267,0.0008846425836188401,0.002838809089207159
114,3.7318450256377014e-05,4.7563017263267596e-05,0.0006260829765353614,0.0007061701741684357,0.002465510680571473
115,2.6488522524583126e-05,3.401448141147527e-05,0.0004926621537622739,0.0005588443107127467,0.0021232421820937446
116,1.864077640085675e-05,2.411739732832575e-05,0.00038436042621400987,0.00043847464244488554,0.0018131350895727008
117,1.3006909353899807e-05,1.6955120360069634e-05,0.00029732539747213526,0.0003411159497553896,0.0015353855931952134
118,8.999518542464214e-06,1.1819697496522468e-05,0.000228065929486397,0.00026314471061691567,0.0012893836261225978
119,6.174903201641037e-06,8.171044236759636e-06,0.0001734820480979069,0.0002013042753921936,0.0010738571183334469
120,4.20181481028594e-06,5.602019773585723e-06,0.00013087134123658433,0.00015272398325446467,0.0008870210611167624
121,2.8357582269793673e-06,3.8092304981060186e-06,9.791745358059812e-05,0.00011491772928299903,0.0007267226652394877
122,1.8982622586275735e-06,2.5691211675395273e-06,7.266585554102466e-05,8.576726389237636e-05,0.000590575829571737
123,1.2604529872504946e-06,1.7187604365158312e-06,5.349141671795302e-05,6.349499692879874e-05,0.00047608013057091403
124,8.302497676710798e-07,1.1406641211219843e-06,3.90615509806583e-05,4.663039915664735e-05,0.00038072143723445355
125,5.42538224140435e-07,7.509995594191664e-07,2.8297908347978398e-05,3.397333877849927e-05,0.0003020529342232539
126,3.517375582691032e-07,4.905557914384866e-07,2.0338832180905858e-05,2.4556934542603013e-05,0.00023775672432350736
127,2.2625641351446878e-07,3.1792954147264615e-07,1.4504121930636195e-05,1.7611803361186556e-05,0.00018568724630974894
128,1.44412009826518e-07,2.044530621249209e-07,1.026306621708824e-05,1.2532963165626982e-05,0.00014389848490787958
129,9.146439874282903e-08,1.304676119311934e-07,7.206247569762931e-06,8.850138297792174e-06,0.00011065739058102241
130,5.748743241920641e-08,8.261974753504127e-08,5.021266620145966e-06,6.201809306589587e-06,8.444611005609096e-05
131,3.5858416286327784e-08,5.192331099976872e-08,3.472280096294641e-06,4.313046339584693e-06,6.395560499566901e-05
132,2.2198906788125838e-08,3.238643788031132e-08,2.3830793855035587e-06,2.9769540451035346e-06,4.807305987757329e-05
133,1.3640142678194474e-08,2.0049836300975736e-08,1.6233385851658112e-06,2.0394214350685223e-06,3.5865202437642654e-05
134,8.319117694723222e-09,1.2320533350989256e-08,1.097616793497976e-06,1.3867968885704694e-06,2.6559326443115365e-05
135,5.036519085692722e-09,7.51524332166098e-09,7.366941731521521e-07,9.360813610756068e-07,1.952345450646341e-05
136,3.026927651638956e-09,4.550665622342631e-09,4.908423964506464e-07,6.272384577187278e-07,1.424673665682607e-05
137,1.8059889063051056e-09,2.7355728503799075e-09,3.246671745597547e-07,4.172470161016104e-07,1.0320868302699457e-05
138,1.069774895024273e-09,1.6326230759401071e-09,2.1320578354839067e-07,2.7556121247533235e-07,7.423041087495509e-06
139,6.291533161929601e-10,9.674094847220453e-10,1.390100968549027e-07,1.8068816152095775e-07,5.300717501383599e-06
