,1,Actual_1,1_val,2,Actual_2,2_val,3,Actual_3,3_val,4,Actual_4,4_val,5,Actual_5,5_val
0,8.0,0.0,5.275405229938778e-05,23.0,0.0,8.805074191059791e-06,43.0,0.0,1.8371580760997155e-05,64.0,0.0,2.9472766208056053e-05,86.0,0.0,4.530183457403793e-05
1,9.0,0.0002,0.00014659762152070943,24.0,0.0001,1.8363044824917934e-05,44.0,0.0002,3.135840312802016e-05,65.0,0.0003,4.536167138927854e-05,87.0,0.0002,6.514885936982477e-05
2,10.0,0.0002,0.000366614593056656,25.0,0.0001,3.6762638788856146e-05,45.0,0.0,5.233410760492326e-05,66.0,0.0,6.875648038649082e-05,88.0,0.0,9.262404684048991e-05
3,11.0,0.0006,0.0008334299447288969,26.0,0.0,7.076432924178354e-05,46.0,0.0001,8.543851619924866e-05,67.0,0.0003,0.00010265837320234337,89.0,0.0003,0.00013020350666765633
4,12.0,0.0009,0.0017366372147100035,27.0,0.0003,0.0001311628269983701,47.0,0.0002,0.00013651043577579298,68.0,0.0,0.00015101776083024923,90.0,0.0002,0.00018099160652122073
5,13.0,0.0024,0.0033400749273902854,28.0,0.0002,0.00023441853501263664,48.0,0.0002,0.00021355902829282264,69.0,0.0003,0.00021893163232476672,91.0,0.0004,0.0002488196264039239
6,14.0,0.0082,0.005964689477376129,29.0,0.0003,0.0004044941367669506,49.0,0.0003,0.0003272641872580251,70.0,0.0002,0.00031284345379035467,92.0,0.0005,0.0003383402957981833
7,15.0,0.0124,0.009940894173213541,30.0,0.0008,0.0006746652277667305,50.0,0.0004,0.0004914602652085192,71.0,0.0006,0.0004407297193149516,93.0,0.0004,0.00045511067403913337
8,16.0,0.0184,0.015531147383488781,31.0,0.0007,0.0010889377493241944,51.0,0.0008,0.0007235382111312187,72.0,0.0005,0.0006122523642587525,94.0,0.0011,0.0006056542093506214
9,17.0,0.0247,0.022836097748826997,32.0,0.0011,0.0017025840596692694,52.0,0.0014,0.0010446833419046776,73.0,0.0007,0.0008388518320646282,95.0,0.0008,0.0007974914457316821
10,18.0,0.0299,0.031709241988957214,33.0,0.0025,0.002581244704251777,53.0,0.0013,0.0014798532316308156,74.0,0.0016,0.0011337523497765923,96.0,0.0014,0.001039127946959703
