,1,Actual_1,1_val,2,Actual_2,2_val,3,Actual_3,3_val,4,Actual_4,4_val,5,Actual_5,5_val
34,42.0,0.0005,0.0005624250526759593,57.0,0.0336,0.032914277288313504,77.0,0.0434,0.04301344865302073,98.0,0.0391,0.03800252306608259,120.0,0.0355,0.03179474442299933
35,43.0,0.0003,0.000331546937651205,58.0,0.0303,0.02851268360828441,78.0,0.0449,0.0414368864197181,99.0,0.0382,0.03831326797001025,121.0,0.0311,0.032744080070330486
36,44.0,0.0,0.00019116323152966198,59.0,0.022,0.024297983165140324,79.0,0.0428,0.039442737686051214,100.0,0.0336,0.03827023932830714,122.0,0.0332,0.03346730702998067
37,45.0,0.0002,0.00010786157697468347,60.0,0.0192,0.020375359877150133,80.0,0.0358,0.03710337503219669,101.0,0.0377,0.03787839249451091,123.0,0.0328,0.033950662551639275
38,46.0,0.0,5.9586303385290904e-05,61.0,0.0171,0.016817588545320353,81.0,0.0357,0.03449799251474411,102.0,0.0373,0.0371520337469199,124.0,0.0337,0.03418564451317856
39,47.0,0.0,3.224396095095909e-05,62.0,0.0121,0.01366664934432117,82.0,0.03,0.03170839232588821,103.0,0.0397,0.03611401848729498,125.0,0.0336,0.03416924494143731
40,48.0,0.0,1.709893019959974e-05,63.0,0.0113,0.010937373900050298,83.0,0.0303,0.028815022241907382,104.0,0.034,0.03479460286185796,126.0,0.0335,0.03390398077329044
41,49.0,0.0001,8.889888984651384e-06,64.0,0.0076,0.008622356424305247,84.0,0.0254,0.02589350430568746,105.0,0.0342,0.033230026428357894,127.0,0.0326,0.033397724334893866
42,,,,65.0,0.0055,0.00669740592255006,85.0,0.0245,0.023011829152094296,106.0,0.0338,0.031460915333569685,128.0,0.0343,0.03266334600546642
43,,,,66.0,0.0055,0.005126932567626259,86.0,0.0177,0.020228317389981317,107.0,0.0308,0.029530600341593886,129.0,0.0348,0.03171819047789736
44,,,,67.0,0.0043,0.0038688191191546713,87.0,0.0174,0.017590377566239688,108.0,0.0233,0.027483442124126192,130.0,0.0298,0.03058341539158824
45,,,,68.0,0.0028,0.002878496004758991,88.0,0.0137,0.015134026232064375,109.0,0.0252,0.025363248200524536,131.0,0.0297,0.029283226518462328
46,,,,69.0,0.0022,0.0021120925583406583,89.0,0.0133,0.012884084389168257,110.0,0.0254,0.023211852961094792,132.0,0.0267,0.027844046891421555
47,,,,70.0,0.0018,0.0015286617287665046,90.0,0.0109,0.01085492886931781,111.0,0.0217,0.021067915776986783,133.0,0.0253,0.026293658214505744
48,,,,71.0,0.0017,0.0010915645015372078,91.0,0.0081,0.009051657656925572,112.0,0.0174,0.018965973877848097,134.0,0.0269,0.02466035167688247
49,,,,72.0,0.0003,0.0007691533448182678,92.0,0.0077,0.00747152368875535,113.0,0.0165,0.016935768027699215,135.0,0.0219,0.022972122148464336
50,,,,73.0,0.0003,0.0005349159628715228,93.0,0.0055,0.006105499830620507,114.0,0.0134,0.015001841440165555,136.0,0.0209,0.021255935000636546
51,,,,74.0,0.0009,0.0003672388147792022,94.0,0.005,0.00493985531559046,115.0,0.0143,0.013183396989609634,137.0,0.0188,0.019537088903776343
52,,,,75.0,0.0004,0.0002489322126914196,95.0,0.0021,0.0039576474387125705,116.0,0.0123,0.011494385388915365,138.0,0.0196,0.017838691354767185
53,,,,76.0,0.0001,0.0001666326627646276,96.0,0.0039,0.0031400584041276327,117.0,0.0109,0.009943788082830272,139.0,0.0152,0.01618125684897027
54,,,,77.0,0.0,0.00011016932085964272,97.0,0.0025,0.0024675330612936412,118.0,0.0087,0.008536053256805285,140.0,0.0137,0.014582430963019588
55,,,,78.0,0.0,7.195413609852534e-05,98.0,0.002,0.0019206966674633298,119.0,0.0059,0.007271641412467846,141.0,0.0129,0.01305683751601708
56,,,,79.0,0.0002,4.64319145508471e-05,99.0,0.0016,0.001481051339416524,120.0,0.0052,0.006147637999098649,142.0,0.0119,0.011616040733993799
57,,,,80.0,0.0,2.9608236777792253e-05,100.0,0.001,0.001131464786750828,121.0,0.0053,0.005158394047318551,143.0,0.011,0.0102686101392953
58,,,,81.0,0.0,1.8659984715128813e-05,101.0,0.0012,0.000856475136693287,122.0,0.0047,0.004296160972936915,144.0,0.0081,0.009020272844504991
59,,,,82.0,0.0001,1.1624620971407537e-05,102.0,0.0007,0.0006424415183965426,123.0,0.0028,0.003551692038392324,145.0,0.0067,0.007874136063333169
60,,,,,,,103.0,0.0004,0.0004775722303522174,124.0,0.0035,0.0029147897489710172,146.0,0.0065,0.006830961902709063
61,,,,,,,104.0,0.0006,0.0003518615850711809,125.0,0.0031,0.002374785181962446,147.0,0.0049,0.005889476758211602
62,,,,,,,105.0,0.0001,0.0002569637616618011,126.0,0.0013,0.0019209414696542161,148.0,0.0037,0.005046698728847268
63,,,,,,,106.0,0.0004,0.00018602799200080096,127.0,0.0011,0.0015427790754824013,149.0,0.0053,0.004298268213414742
64,,,,,,,107.0,0.0002,0.00013351483388058898,128.0,0.0008,0.001230324933584641,150.0,0.0049,0.0036387690479891995
65,,,,,,,108.0,0.0001,9.500867044199012e-05,129.0,0.0013,0.0009742908907378638,151.0,0.0029,0.003062029997584532
66,,,,,,,109.0,0.0,6.703729114045142e-05,130.0,0.0005,0.0007661892144151097,152.0,0.0031,0.0025613989500232258
67,,,,,,,110.0,0.0001,4.690568524943465e-05,131.0,0.0004,0.0005983942978158656,153.0,0.0027,0.0021299846241014907
68,,,,,,,111.0,0.0,3.2548125350694174e-05,132.0,0.0004,0.00046416023689201536,154.0,0.0016,0.0017608628784583043
69,,,,,,,112.0,0.0,2.240025452909102e-05,133.0,0.0004,0.00035760383438409075,155.0,0.0013,0.0014472467049227802
70,,,,,,,113.0,0.0,1.5291172582565778e-05,134.0,0.0001,0.00027366196889066027,156.0,0.0016,0.0011826206575652777
71,,,,,,,114.0,0.0,1.0354360127571137e-05,135.0,0.0002,0.00020803131249378333,157.0,0.0008,0.0009608417807512478
72,,,,,,,115.0,0.0001,6.955583399718824e-06,136.0,0.0005,0.00015709723118646627,158.0,0.0006,0.0007762100585095702
73,,,,,,,,,,137.0,0.0001,0.00011785747748162212,159.0,0.0008,0.0006235120341515438
74,,,,,,,,,,138.0,0.0001,8.784507743161639e-05,160.0,0.0006,0.000498041579443576
75,,,,,,,,,,139.0,0.0001,6.505369218863473e-05,161.0,0.0003,0.0003956018723375548
76,,,,,,,,,,140.0,0.0,4.786774081907911e-05,162.0,0.0002,0.0003124925206699898
77,,,,,,,,,,141.0,0.0001,3.499872953938247e-05,163.0,0.0003,0.00024548549688499077
78,,,,,,,,,,,,,164.0,0.0001,0.00019179317292110004
79,,,,,,,,,,,,,165.0,0.0003,0.00014903130738456774
80,,,,,,,,,,,,,166.0,0.0001,0.00011517937488922253
81,,,,,,,,,,,,,167.0,0.0002,8.854016879407544e-05
82,,,,,,,,,,,,,168.0,0.0001,6.770017523805251e-05
83,,,,,,,,,,,,,169.0,0.0001,5.1491823329104145e-05
84,,,,,,,,,,,,,170.0,0.0,3.895837277445784e-05
85,,,,,,,,,,,,,171.0,0.0,2.932191024030541e-05
86,,,,,,,,,,,,,172.0,0.0,2.1954689580203506e-05
87,,,,,,,,,,,,,173.0,0.0001,1.6353866074294825e-05
88,,,,,,,,,,,,,174.0,0.0,1.2119536302192495e-05
89,,,,,,,,,,,,,175.0,0.0,8.935897364414615e-06
90,,,,,,,,,,,,,176.0,0.0,6.555275487569643e-06
91,,,,,,,,,,,,,177.0,0.0,4.784738173759513e-06
92,,,,,,,,,,,,,178.0,0.0001,3.4749899280431577e-06
