,1,Actual_1,1_val,2,Actual_2,2_val,3,Actual_3,3_val,4,Actual_4,4_val,5,Actual_5,5_val
28,,,,,,,31.0,0.0002,0.00013335081696882865,34.0,0.0013,0.0013443007405369992,37.0,0.0052,0.005836020616393177
29,,,,,,,32.0,0.0,6.441079912125818e-05,35.0,0.0002,0.0007827397305010558,38.0,0.0034,0.003915578136491376
30,,,,,,,33.0,0.0,3.0222719093910312e-05,36.0,0.0005,0.0004436712691226636,39.0,0.0026,0.0025638388789682594
31,,,,,,,34.0,0.0,1.3788525403073725e-05,37.0,0.0003,0.0002449981128100823,40.0,0.0018,0.0016394033945605062
32,,,,,,,35.0,0.0,6.121897102047112e-06,38.0,0.0001,0.0001318980320101049,41.0,0.0009,0.0010243576240431729
33,,,,,,,36.0,0.0001,2.6472285506624215e-06,,,,42.0,0.0006,0.0006258141437102416
34,,,,,,,,,,,,,43.0,0.0005,0.0003740350520399267
35,,,,,,,,,,,,,44.0,0.0,0.00021881960699437442
36,,,,,,,,,,,,,45.0,0.0002,0.00012536908342119604
37,,,,,,,,,,,,,46.0,0.0001,7.03782362583747e-05
