,1,Actual_1,1_val,2,Actual_2,2_val,3,Actual_3,3_val,4,Actual_4,4_val,5,Actual_5,5_val
0,0.0,0.0,0.007070251207534826,0.0,0.0,5.656272562998106e-05,3.0,0.0,0.00019384532451313305,6.0,0.0,0.00020574026262948366,9.0,0.0,0.0001785132345092952
1,1.0,0.04,0.03479878525070593,1.0,0.0003,0.0005446048172652422,4.0,0.0005,0.0007115465990852545,7.0,0.001,0.0005774362383731804,10.0,0.0007,0.0004346657599374107
2,2.0,0.0887,0.08584776340369389,2.0,0.0027,0.0026302289713671483,5.0,0.0021,0.0020934278633793295,8.0,0.0012,0.0014199565616918163,11.0,0.0008,0.0009637786399707349
3,3.0,0.1385,0.1415355952679907,3.0,0.0083,0.008495733109564783,6.0,0.0045,0.005142171107336628,9.0,0.0031,0.003107928476528648,12.0,0.0016,0.001962180332960547
4,4.0,0.1756,0.1754381678319042,4.0,0.0191,0.020646740513113857,7.0,0.0115,0.010846805364741457,10.0,0.0053,0.006130362712318302,13.0,0.0034,0.0036937332655021383
5,5.0,0.1744,0.1743935215980202,5.0,0.038,0.04026890432732189,8.0,0.0217,0.020057522676764545,11.0,0.0122,0.01100739535392561,14.0,0.0062,0.006467453890962958
6,6.0,0.1458,0.14481403866579537,6.0,0.0659,0.06565687550121353,9.0,0.0316,0.03303016678628368,12.0,0.0199,0.018141348253555022,15.0,0.0095,0.01058674856413931
7,7.0,0.1062,0.1033229828367132,7.0,0.0934,0.09204767480060125,10.0,0.0531,0.049045119102917784,13.0,0.0255,0.02763546968001536,16.0,0.0179,0.016273710874562072
8,8.0,0.0665,0.06466085663374634,8.0,0.1155,0.11327085697143202,11.0,0.0626,0.06632781235459363,14.0,0.0419,0.03914290902683367,17.0,0.0239,0.023583264094638033
9,9.0,0.0313,0.03605629616158151,9.0,0.1281,0.12428864487152484,12.0,0.0846,0.08237833920268822,15.0,0.0521,0.05181422527014132,18.0,0.0332,0.032330968180721315
10,10.0,0.0167,0.018138794529342073,10.0,0.1148,0.12312419553459553,13.0,0.0925,0.09461779668999125,16.0,0.0617,0.06438553764005964,19.0,0.0427,0.042060291258118505
11,11.0,0.0098,0.008315448478409548,11.0,0.1114,0.11122812825816171,14.0,0.1016,0.10109996482175565,17.0,0.0786,0.07539978082377,20.0,0.0522,0.05206766729571213
12,12.0,0.0043,0.0035027932717306546,12.0,0.097,0.0923942726161029,15.0,0.1004,0.10101073501110644,18.0,0.0807,0.08350238574486712,21.0,0.0602,0.06148825306987231
13,13.0,0.0014,0.0013652710460830986,13.0,0.0702,0.07106519569712669,16.0,0.0935,0.09478845272614925,19.0,0.0863,0.08772360424573128,22.0,0.07,0.06942711290891145
14,14.0,0.0006,0.0004953061794334226,14.0,0.0509,0.05091240639309146,17.0,0.0887,0.0838712327931228,20.0,0.0892,0.08766511099542737,23.0,0.0763,0.07510624091110296
15,15.0,0.0002,0.0001681117634946227,15.0,0.0338,0.03414777390230141,18.0,0.0693,0.07021731161224169,21.0,0.0819,0.08354417886918111,24.0,0.0752,0.07799261629685791
16,,,,16.0,0.0218,0.021537916097629367,19.0,0.056,0.0557943182014327,22.0,0.0806,0.07609740733625127,25.0,0.0771,0.07787803094777827
17,,,,17.0,0.0133,0.01282458121174183,20.0,0.0411,0.0421942822899011,23.0,0.0635,0.06638734093586313,26.0,0.0737,0.07489532423839176
18,,,,18.0,0.0077,0.0072340622680640955,21.0,0.0294,0.03044533316780801,24.0,0.058,0.05557550855210244,27.0,0.0719,0.06947274786092596
19,,,,19.0,0.0047,0.00387756692002274,22.0,0.0211,0.021007570223134445,25.0,0.0448,0.04472169721342369,28.0,0.067,0.06224282074587429
20,,,,20.0,0.0018,0.00198050104481107,23.0,0.0148,0.013890429500943149,26.0,0.0343,0.034648501814266,29.0,0.0536,0.05393022306282913
21,,,,21.0,0.0008,0.0009663015816738797,24.0,0.0086,0.008817807189618304,27.0,0.0249,0.02588357060699107,30.0,0.0423,0.04524378039976051
22,,,,22.0,0.0003,0.0004513922641040767,25.0,0.0051,0.005383488688199587,28.0,0.017,0.018669507959440848,31.0,0.0366,0.036791792077554966
23,,,,23.0,0.0002,0.00020229895927987193,26.0,0.0029,0.0031660611463428757,29.0,0.0134,0.013018594161768591,32.0,0.0291,0.02903082616977811
24,,,,,,,27.0,0.0015,0.001796257451491801,30.0,0.0087,0.008786862250690237,33.0,0.0212,0.022248842743296967
25,,,,,,,28.0,0.0005,0.0009844788583390322,31.0,0.0058,0.005746774455344057,34.0,0.017,0.016576501681787318
26,,,,,,,29.0,0.0004,0.0005218979902651879,32.0,0.0039,0.0036457469648740227,35.0,0.0133,0.012016845509647206
27,,,,,,,30.0,0.0001,0.00026793014567266354,33.0,0.0021,0.0022456627227093293,36.0,0.0081,0.008483083742344223
