,Actual,Minimum_value,Predicted
0,1,-629.629,1
1,1,-531.961,1
2,1,-510.932,1
3,1,-503.021,1
4,1,-517.789,1
5,1,-504.786,1
6,1,-566.828,1
7,1,-589.295,1
8,1,-525.191,1
9,1,-462.326,1
10,1,-537.903,1
11,1,-513.664,1
12,1,-549.501,1
13,1,-540.724,1
14,1,-529.157,1
15,1,-502.298,1
16,1,-497.305,1
17,1,-494.528,1
18,1,-529.005,1
19,1,-547.763,1
20,1,-487.265,1
21,1,-517.859,1
22,1,-529.479,1
23,1,-542.033,1
24,1,-586.926,1
25,1,-546.465,1
26,1,-510.33,1
27,1,-490.267,1
28,1,-598.687,1
29,1,-539.374,1
30,1,-571.46,1
31,1,-496.766,1
32,1,-528.666,1
33,1,-541.311,1
34,1,-645.963,1
35,1,-493.017,1
36,1,-562.382,1
37,1,-497.88,1
38,1,-506.501,1
39,1,-506.389,1
40,1,-499.431,1
41,1,-559.165,1
42,1,-481.988,1
43,1,-501.388,1
44,1,-498.263,1
45,1,-555.861,1
46,1,-512.803,1
47,1,-645.65,1
48,1,-548.562,1
49,1,-467.437,1
50,1,-504.467,1
51,1,-532.937,1
52,1,-721.379,1
53,1,-511.952,1
54,1,-527.114,1
55,1,-548.785,1
56,1,-575.697,1
57,1,-506.838,1
58,1,-535.241,1
59,1,-514.76,1
60,1,-503.51,1
61,1,-522.108,1
62,3,-587.256,1
63,1,-538.357,1
64,1,-528.344,1
65,1,-574.216,1
66,1,-493.881,1
67,1,-469.663,1
68,1,-523.695,1
69,1,-593.558,1
70,1,-505.879,1
71,1,-532.802,1
72,1,-531.849,1
73,1,-534.849,1
74,1,-500.427,1
75,1,-563.617,1
76,1,-516.241,1
77,1,-551.49,1
78,1,-549.397,1
79,1,-495.674,1
80,1,-512.38,1
81,1,-533.788,1
82,1,-530.05,1
83,1,-535.205,1
84,1,-542.43,1
85,1,-618.208,1
86,1,-532.117,1
87,1,-529.28,1
88,1,-520.838,1
89,1,-545.071,1
90,1,-558.352,1
91,1,-528.453,1
