,Actual,Minimum_value,Predicted
322,5,-2157.004,4
323,5,-2119.717,4
324,5,-2149.69,4
325,5,-2141.5,4
326,5,-2118.827,4
327,5,-2117.283,4
328,5,-2091.352,4
329,5,-2013.838,4
330,5,-2047.614,4
331,5,-2220.073,4
332,5,-2038.892,4
333,5,-2177.413,4
334,5,-2032.087,4
335,5,-2077.647,4
336,5,-2133.289,4
337,5,-2138.252,4
338,5,-2132.784,4
339,5,-2178.641,4
340,5,-2039.168,4
341,5,-2157.32,4
342,5,-2210.586,4
343,5,-2047.78,4
344,5,-2104.831,4
345,5,-2024.218,4
346,5,-2117.67,4
347,5,-2154.023,4
348,5,-2145.62,4
349,5,-2101.603,4
350,5,-2034.57,4
351,5,-2200.979,4
352,5,-2050.016,4
353,5,-2058.669,4
354,5,-2109.924,4
355,5,-2164.312,4
356,5,-2053.239,4
357,5,-2087.875,4
358,5,-2019.109,4
359,5,-2153.36,4
360,5,-2110.076,4
361,5,-2132.474,4
362,5,-1995.785,4
363,5,-2216.799,4
364,5,-2179.086,4
365,5,-1999.314,4
366,5,-2107.127,4
367,5,-2186.621,4
368,5,-2075.575,4
369,5,-2119.66,4
370,5,-2036.879,4
371,5,-2069.09,4
372,5,-2177.989,4
373,5,-2126.724,4
374,5,-2065.074,4
375,5,-2099.443,4
376,5,-2114.179,4
377,5,-2199.478,4
378,5,-2059.161,4
379,5,-2077.81,4
380,5,-2159.072,4
381,5,-2081.874,4
382,5,-2079.288,4
383,5,-2105.834,4
384,5,-2021.609,4
385,5,-2173.696,4
386,5,-2070.798,4
387,5,-2164.659,4
388,5,-2139.043,4
389,5,-2091.079,4
390,5,-2097.052,4
391,5,-2027.1,4
392,4,-2014.112,4
393,5,-2188.389,4
394,5,-2193.097,4
395,5,-2130.52,4
396,5,-2113.44,4
397,5,-2082.84,4
398,5,-2102.099,4
399,5,-2083.218,4
400,5,-2609.468,5
401,5,-2563.613,5
402,5,-2702.359,5
403,5,-2531.945,5
404,5,-2619.15,5
405,5,-2616.233,5
406,5,-2783.478,5
407,5,-2591.471,5
408,5,-2498.773,5
409,5,-2715.882,5
410,5,-2624.596,5
411,5,-2466.447,5
412,5,-2525.057,5
413,5,-2633.976,5
414,5,-2631.557,5
415,5,-2693.98,5
416,5,-2594.046,5
417,5,-2698.18,5
418,5,-2572.593,5
419,5,-2512.167,5
420,5,-2734.175,5
421,5,-2627.27,5
422,5,-2499.098,5
423,5,-2695.502,5
424,5,-2715.905,5
425,5,-2563.748,5
426,5,-2588.051,5
427,5,-2772.445,5
428,5,-2582.812,5
429,5,-2573.552,5
430,5,-2723.342,5
431,5,-2536.978,5
432,5,-2555.711,5
433,5,-2543.92,5
434,5,-2694.005,5
435,5,-2721.588,5
436,5,-2636.932,5
437,5,-2613.483,5
438,5,-2565.784,5
439,5,-2555.192,5
440,5,-2641.095,5
441,5,-2650.217,5
442,5,-2710.875,5
443,5,-2813.599,5
444,5,-2779.572,5
445,5,-2673.727,5
446,5,-2564.129,5
447,5,-2698.396,5
448,5,-2673.735,5
449,5,-2579.683,5
450,5,-2517.664,5
451,5,-2621.357,5
452,5,-2681.929,5
453,5,-2765.374,5
454,5,-2674.022,5
455,5,-2698.572,5
456,5,-2667.219,5
457,5,-2605.633,5
458,5,-2709.614,5
459,5,-2631.222,5
460,5,-2692.224,5
461,5,-2603.568,5
462,5,-2545.191,5
463,5,-2644.236,5
464,5,-2599.467,5
465,5,-2494.097,5
466,5,-2745.894,5
467,5,-2553.023,5
468,5,-2582.944,5
469,5,-2669.113,5
470,5,-2547.509,5
471,5,-2750.021,5
472,5,-2641.013,5
473,5,-2701.587,5
474,5,-2644.939,5
475,5,-2641.811,5
476,5,-2649.125,5
477,5,-2528.894,5
478,5,-2525.504,5
479,5,-2710.763,5
480,5,-2708.635,5
481,5,-2615.331,5
482,5,-2581.651,5
483,5,-2648.155,5
484,5,-2577.005,5
485,5,-2762.601,5
486,5,-2752.816,5
487,5,-2503.756,5
488,5,-2541.043,5
489,5,-2729.35,5
490,5,-2663.934,5
491,5,-2522.545,5
492,5,-2573.25,5
493,5,-2524.372,5
494,5,-2649.498,5
495,5,-2726.597,5
496,5,-2621.228,5
497,5,-2684.332,5
498,5,-2645.794,5
499,5,-2637.389,5
