,Actual,Minimum_value,Predicted
0,1,-758.397,1
1,1,-684.884,1
2,1,-760.264,1
3,1,-760.057,1
4,1,-825.3,1
5,1,-730.74,1
6,1,-782.413,1
7,1,-728.727,1
8,1,-711.216,1
9,1,-760.352,1
10,1,-735.584,1
11,1,-755.698,1
12,1,-754.416,1
13,1,-744.789,1
14,1,-718.214,1
15,1,-797.817,1
16,1,-877.651,1
17,1,-810.412,1
18,1,-744.04,1
19,1,-774.253,1
20,1,-746.236,1
21,1,-845.215,1
22,1,-734.434,1
23,1,-734.949,1
24,1,-694.706,1
25,1,-769.77,1
26,1,-785.895,1
27,1,-740.035,1
28,1,-685.939,1
29,1,-747.969,1
30,1,-757.713,1
31,1,-805.771,1
32,1,-728.248,1
33,1,-723.131,1
34,1,-762.24,1
35,1,-761.916,1
36,1,-784.038,1
37,1,-717.397,1
38,1,-735.029,1
39,1,-890.844,1
40,1,-771.424,1
41,1,-730.817,1
42,1,-778.383,1
43,1,-778.672,1
44,1,-851.446,1
45,1,-771.939,1
46,1,-811.032,1
47,1,-845.049,1
48,1,-683.465,1
49,1,-713.48,1
50,1,-778.324,1
51,1,-838.154,1
52,1,-735.423,1
53,1,-714.027,1
54,1,-762.296,1
55,1,-795.009,1
56,1,-756.485,1
57,1,-763.013,1
58,1,-712.816,1
59,1,-724.223,1
60,1,-785.06,1
61,1,-761.154,1
62,1,-728.09,1
63,1,-780.574,1
64,1,-725.318,1
65,1,-776.411,1
66,1,-831.15,1
67,1,-772.463,1
68,1,-741.199,1
69,1,-716.67,1
70,1,-725.33,1
71,1,-783.623,1
72,1,-712.233,1
73,1,-794.947,1
74,1,-755.2,1
75,1,-700.471,1
76,1,-783.226,1
77,1,-703.913,1
78,1,-779.545,1
79,1,-775.327,1
80,1,-780.979,1
81,1,-730.157,1
82,1,-846.501,1
83,1,-766.187,1
84,1,-833.978,1
85,1,-754.2,1
86,1,-791.391,1
87,1,-751.188,1
88,1,-961.589,1
89,1,-815.721,1
90,1,-752.588,1
91,1,-695.742,1
92,1,-785.134,1
93,1,-732.448,1
94,1,-741.358,1
95,1,-753.161,1
96,1,-739.574,1
97,1,-744.308,1
98,1,-795.289,1
99,1,-720.437,1
100,2,-1767.615,2
101,2,-1749.192,2
102,2,-1758.966,2
103,2,-1841.295,2
104,2,-1626.842,2
105,2,-1709.104,2
106,2,-1658.004,2
107,2,-1776.245,2
108,2,-1750.792,2
109,2,-1744.752,2
110,2,-1738.874,2
111,2,-1720.828,2
112,2,-1795.1,2
113,2,-1901.52,2
114,2,-1725.227,2
115,2,-1695.62,2
116,2,-1745.313,2
117,2,-1849.073,2
118,2,-1681.698,2
119,2,-1896.233,2
120,2,-1704.119,2
121,2,-1703.9,2
122,2,-1734.35,2
123,2,-1827.671,2
124,2,-1822.635,2
125,2,-1832.017,2
126,2,-1768.118,2
127,2,-1777.666,2
128,2,-1706.125,2
129,2,-1855.421,2
130,2,-1792.925,2
131,2,-1812.825,2
132,2,-1810.048,2
133,2,-1731.45,2
134,2,-1722.018,2
135,2,-1724.486,2
136,2,-1728.966,2
137,2,-1832.29,2
138,2,-1929.965,2
139,2,-1756.358,2
140,2,-1741.209,2
141,2,-1814.507,2
142,2,-1740.509,2
143,2,-1696.266,2
144,2,-1813.178,2
145,2,-1722.925,2
146,2,-1698.456,2
147,2,-1710.33,2
148,2,-1692.819,2
149,2,-1694.578,2
150,2,-1673.069,2
151,2,-1803.125,2
152,2,-1669.699,2
153,2,-1695.721,2
154,2,-1786.748,2
155,2,-1692.507,2
156,2,-1690.77,2
157,2,-1689.248,2
158,2,-1772.068,2
159,2,-1835.901,2
160,2,-1707.963,2
161,2,-1617.923,2
162,2,-1814.249,2
163,2,-1739.302,2
164,2,-1734.752,2
165,2,-1808.8,2
166,2,-1813.348,2
167,2,-1729.275,2
168,2,-1722.884,2
169,2,-1708.781,2
170,2,-1789.006,2
171,2,-1683.368,2
172,2,-1701.316,2
173,2,-1661.775,2
174,2,-1776.546,2
175,2,-1773.509,2
176,2,-1739.384,2
177,2,-1830.476,2
178,2,-1822.691,2
179,2,-1675.091,2
180,2,-1840.143,2
181,2,-1692.876,2
182,2,-1767.222,2
183,2,-1886.93,2
184,2,-1803.723,2
185,2,-1716.374,2
186,2,-1792.497,2
187,2,-1729.632,2
188,2,-1767.382,2
189,2,-1800.525,2
190,2,-1722.595,2
191,2,-1798.414,2
192,2,-1704.962,2
193,2,-1671.948,2
194,2,-1745.991,2
195,2,-1694.042,2
196,2,-1798.099,2
197,2,-1780.418,2
198,2,-1758.9,2
199,2,-1807.058,2
200,3,-2703.619,3
201,3,-2663.172,3
202,3,-2744.258,3
203,3,-2890.578,3
204,3,-2807.416,3
205,3,-2786.939,3
206,3,-2788.475,3
207,3,-2777.301,3
208,3,-2778.975,3
209,3,-2742.049,3
210,3,-2752.844,3
211,3,-2847.257,3
212,3,-2834.284,3
213,3,-2780.834,3
214,3,-2805.562,3
215,3,-2740.863,3
216,3,-2744.251,3
217,3,-2715.017,3
218,3,-2816.656,3
219,3,-2761.105,3
220,3,-2866.311,3
221,3,-2681.718,3
222,3,-2763.149,3
223,3,-2761.954,3
224,3,-2851.565,3
225,3,-2879.968,3
226,3,-2685.804,3
227,3,-2733.294,3
228,3,-2789.881,3
229,3,-2757.019,3
230,3,-2767.801,3
231,3,-2712.233,3
232,3,-2690.049,3
233,3,-2982.583,3
234,3,-2832.657,3
235,3,-2846.404,3
236,3,-2722.948,3
237,3,-2743.025,3
238,3,-2931.701,3
239,3,-2712.296,3
240,3,-2862.2,3
241,3,-2722.74,3
242,3,-2790.337,3
243,3,-2799.053,3
244,3,-2822.413,3
245,3,-2768.424,3
246,3,-3048.03,3
247,3,-2866.351,3
248,3,-2777.604,3
249,3,-2710.493,3
250,3,-2788.929,3
251,3,-2861.037,3
252,3,-2794.307,3
253,3,-2741.778,3
254,3,-2819.579,3
255,3,-2767.029,3
256,3,-2710.676,3
257,3,-2974.25,3
258,3,-2722.705,3
