,Actual,Minimum_value,Predicted
0,2,-757.644,1
1,2,-683.28,1
2,2,-758.662,1
3,2,-760.695,1
4,2,-825.215,1
5,1,-732.007,1
6,1,-783.973,1
7,2,-727.562,1
8,2,-712.289,1
9,2,-760.261,1
10,1,-737.041,1
11,1,-755.927,1
12,2,-752.807,1
13,2,-742.875,1
14,2,-716.472,1
15,2,-795.749,1
16,2,-878.497,1
17,2,-812.916,1
18,2,-743.292,1
19,2,-772.364,1
20,1,-748.12,1
21,2,-843.188,1
22,2,-733.011,1
23,2,-733.038,1
24,2,-692.843,1
25,2,-769.587,1
26,2,-784.034,1
27,2,-739.205,1
28,1,-687.589,1
29,2,-746.999,1
30,2,-759.097,1
31,1,-806.778,1
32,1,-729.901,1
33,2,-721.453,1
34,2,-762.571,1
35,2,-760.195,1
36,2,-782.451,1
37,2,-720.32,1
38,1,-737.384,1
39,2,-889.193,1
40,2,-770.078,1
41,2,-728.833,1
42,2,-778.397,1
43,2,-780.147,1
44,2,-849.391,1
45,2,-770.222,1
46,1,-813.241,1
47,2,-843.335,1
48,2,-682.217,1
49,2,-711.679,1
50,2,-777.621,1
51,2,-839.407,1
52,1,-734.697,1
53,2,-713.444,1
54,2,-760.365,1
55,2,-794.745,1
56,2,-755.93,1
57,2,-764.618,1
58,2,-710.897,1
59,2,-723.193,1
60,1,-786.834,1
61,2,-759.686,1
62,1,-727.459,1
63,2,-779.758,1
64,2,-723.443,1
65,1,-778.009,1
66,2,-829.775,1
67,2,-770.647,1
68,2,-739.771,1
69,2,-714.959,1
70,1,-724.354,1
71,2,-781.9,1
72,2,-710.574,1
73,2,-793.636,1
74,1,-754.691,1
75,2,-700.758,1
76,2,-781.677,1
77,1,-703.479,1
78,2,-781.407,1
79,2,-775.059,1
80,2,-779.163,1
81,2,-728.367,1
82,2,-844.697,1
83,1,-765.694,1
84,1,-835.616,1
85,2,-753.843,1
86,1,-790.728,1
87,2,-749.443,1
88,2,-959.711,1
89,2,-813.775,1
90,1,-753.409,1
91,2,-696.46,1
92,2,-784.825,1
93,2,-732.07,1
94,1,-743.074,1
95,1,-755.215,1
96,1,-738.846,1
97,2,-742.987,1
98,1,-796.868,1
99,2,-720.777,1
100,4,-1768.21,2
101,4,-1747.35,2
102,4,-1756.045,2
103,3,-1841.426,2
104,4,-1628.952,2
105,3,-1708.779,2
106,3,-1655.271,2
107,4,-1775.003,2
108,4,-1746.979,2
109,3,-1745.162,2
110,4,-1740.204,2
111,4,-1716.821,2
112,4,-1795.181,2
113,4,-1898.839,2
114,4,-1723.65,2
115,4,-1692.971,2
116,4,-1746.56,2
117,3,-1849.003,2
