,Actual,Minimum_value,Predicted
0,3,-109.151,1
1,3,-95.724,1
2,3,-139.546,1
3,4,-116.327,1
4,3,-100.74,1
5,3,-199.534,1
6,3,-118.162,1
7,3,-109.713,1
8,3,-112.162,1
9,3,-131.069,1
10,3,-118.427,1
11,3,-104.241,1
12,3,-133.366,1
13,4,-129.14,1
14,3,-95.484,1
15,3,-131.707,1
16,3,-120.332,1
17,3,-113.743,1
18,3,-118.027,1
19,3,-105.241,1
20,4,-130.47,1
21,4,-139.592,1
22,3,-108.114,1
23,3,-133.789,1
24,3,-96.689,1
25,3,-94.382,1
26,4,-110.076,1
27,3,-87.033,1
28,3,-126.026,1
29,3,-127.404,1
30,3,-124.974,1
31,1,-52.396,1
32,3,-143.268,1
33,3,-133.605,1
34,3,-119.511,1
35,3,-107.005,1
36,3,-125.52,1
37,3,-116.95,1
38,3,-109.449,1
39,3,-152.71,1
40,3,-106.05,1
41,4,-144.626,1
42,3,-118.261,1
43,3,-123.966,1
44,3,-156.556,1
45,3,-115.207,1
46,3,-106.229,1
47,3,-103.081,1
48,3,-111.612,1
49,3,-104.982,1
50,3,-117.109,1
51,3,-126.0,1
52,3,-114.929,1
53,4,-113.491,1
54,3,-116.039,1
55,4,-170.85,1
56,3,-102.768,1
57,3,-104.808,1
58,3,-91.802,1
59,4,-138.651,1
60,3,-110.562,1
61,3,-100.246,1
62,3,-96.978,1
63,3,-106.031,1
64,3,-99.746,1
65,3,-138.658,1
66,3,-104.224,1
67,3,-112.514,1
68,4,-121.856,1
69,3,-104.352,1
70,3,-96.765,1
71,3,-90.978,1
72,3,-118.991,1
73,3,-131.09,1
74,3,-112.621,1
75,3,-118.865,1
76,4,-152.934,1
77,4,-161.941,1
78,4,-132.036,1
79,4,-157.733,1
80,3,-105.654,1
81,4,-148.461,1
82,3,-105.059,1
83,3,-144.084,1
84,3,-101.145,1
85,3,-113.071,1
86,3,-116.784,1
87,3,-113.074,1
88,3,-122.2,1
89,3,-136.138,1
90,3,-97.06,1
91,4,-123.956,1
92,3,-111.006,1
93,3,-149.038,1
94,3,-122.99,1
95,3,-129.944,1
96,3,-139.111,1
97,3,-116.783,1
98,3,-113.99,1
99,3,-115.257,1
100,1,-95.339,2
101,1,-94.535,2
102,1,-96.114,2
103,1,-104.862,2
104,1,-111.615,2
105,1,-95.502,2
106,1,-102.831,2
107,1,-95.296,2
108,1,-103.122,2
109,4,-154.292,2
110,1,-95.368,2
111,1,-103.587,2
112,1,-96.005,2
113,1,-103.786,2
114,1,-95.221,2
115,1,-95.527,2
116,1,-104.338,2
117,1,-94.964,2
118,1,-137.495,2
119,1,-95.613,2
120,1,-95.891,2
121,4,-163.215,2
122,1,-95.334,2
123,1,-95.383,2
