,Actual,Minimum_value,Predicted
90,1,-177.918,1
91,1,-209.693,1
92,1,-192.759,1
93,1,-187.387,1
94,1,-185.414,1
95,1,-202.275,1
96,1,-181.261,1
97,1,-194.762,1
98,1,-203.383,1
99,1,-190.282,1
100,2,-261.109,2
101,2,-316.826,2
102,2,-352.029,2
103,2,-355.028,2
104,2,-300.144,2
105,2,-321.332,2
106,3,-304.725,2
107,3,-305.579,2
108,2,-313.592,2
109,2,-308.776,2
110,2,-301.345,2
111,2,-328.366,2
112,2,-397.384,2
113,2,-324.642,2
114,3,-322.538,2
115,2,-319.619,2
116,2,-323.973,2
117,2,-305.514,2
118,2,-321.901,2
119,2,-331.005,2
120,2,-331.202,2
121,3,-280.513,2
122,2,-317.565,2
123,2,-365.941,2
124,2,-320.529,2
125,2,-287.921,2
126,3,-326.364,2
127,2,-331.366,2
128,2,-291.852,2
129,2,-325.509,2
130,2,-352.76,2
131,3,-313.045,2
132,2,-299.854,2
133,2,-330.452,2
134,2,-296.349,2
135,2,-341.284,2
136,2,-335.078,2
137,2,-281.685,2
138,2,-345.644,2
139,2,-313.195,2
140,3,-341.462,2
141,3,-320.05,2
142,2,-304.252,2
143,2,-297.005,2
144,2,-321.192,2
145,2,-336.645,2
146,2,-313.552,2
147,2,-319.125,2
148,3,-322.417,2
149,2,-320.355,2
150,2,-310.509,2
151,3,-377.579,2
152,2,-340.341,2
153,2,-300.518,2
154,2,-338.793,2
155,3,-330.771,2
156,2,-340.072,2
157,2,-350.569,2
158,3,-305.92,2
159,2,-329.671,2
160,2,-320.653,2
161,2,-339.277,2
162,2,-325.866,2
163,2,-319.801,2
164,2,-318.158,2
165,2,-289.491,2
166,3,-291.227,2
167,2,-313.921,2
168,2,-311.097,2
169,2,-315.45,2
170,2,-308.499,2
171,2,-333.739,2
172,2,-324.791,2
173,2,-311.457,2
174,2,-315.052,2
175,2,-313.44,2
176,2,-363.805,2
177,2,-306.782,2
178,3,-351.671,2
179,2,-332.042,2
180,2,-341.895,2
181,2,-325.093,2
182,3,-326.124,2
183,2,-312.36,2
184,2,-329.459,2
185,2,-325.076,2
186,2,-338.911,2
187,3,-299.043,2
188,3,-317.874,2
189,2,-326.52,2
190,2,-312.603,2
191,2,-320.77,2
192,2,-326.854,2
193,2,-318.899,2
194,3,-329.038,2
195,3,-313.773,2
196,3,-300.545,2
197,2,-332.395,2
198,3,-308.403,2
199,2,-367.225,2
200,3,-399.446,3
201,3,-456.032,3
202,3,-420.011,3
203,4,-434.128,3
204,4,-444.847,3
205,3,-420.78,3
206,4,-460.23,3
207,3,-445.165,3
208,3,-448.002,3
209,3,-476.095,3
210,3,-434.932,3
211,3,-418.255,3
212,3,-451.655,3
213,4,-453.557,3
214,3,-441.939,3
215,3,-436.567,3
216,3,-426.396,3
217,3,-494.009,3
218,3,-452.553,3
219,3,-466.733,3
220,3,-450.03,3
221,3,-511.925,3
222,3,-426.319,3
223,3,-438.458,3
224,4,-473.997,3
225,4,-439.272,3
226,3,-470.508,3
227,3,-486.055,3
228,3,-449.211,3
229,3,-486.169,3
230,3,-434.132,3
231,3,-436.008,3
232,3,-464.657,3
233,3,-456.315,3
234,3,-451.558,3
235,3,-433.73,3
236,3,-435.173,3
237,4,-452.873,3
238,4,-465.067,3
239,3,-444.152,3
240,3,-464.77,3
241,3,-417.8,3
242,3,-444.399,3
243,4,-420.82,3
244,3,-434.509,3
245,3,-423.847,3
246,4,-419.664,3
247,4,-482.561,3
248,3,-476.617,3
249,3,-472.984,3
250,3,-419.071,3
251,3,-420.988,3
252,3,-490.422,3
253,3,-451.585,3
254,3,-526.648,3
255,3,-456.484,3
256,3,-430.957,3
257,3,-457.328,3
258,3,-433.859,3
259,3,-489.854,3
260,3,-435.175,3
261,3,-461.773,3
262,3,-424.636,3
263,3,-445.307,3
264,3,-426.678,3
265,3,-429.857,3
266,3,-453.389,3
267,3,-449.21,3
268,3,-493.607,3
269,3,-467.627,3
270,3,-431.785,3
271,3,-501.982,3
272,3,-452.358,3
273,3,-408.454,3
274,3,-464.738,3
275,3,-433.568,3
276,3,-466.177,3
277,3,-435.312,3
278,3,-426.033,3
279,3,-465.966,3
280,3,-441.237,3
281,3,-452.856,3
282,3,-462.36,3
283,3,-485.272,3
284,4,-449.295,3
285,3,-425.004,3
286,3,-400.209,3
287,3,-440.504,3
288,3,-462.731,3
289,3,-411.608,3
290,3,-433.376,3
291,3,-480.836,3
292,3,-505.306,3
293,3,-460.747,3
294,3,-433.092,3
295,3,-468.283,3
296,3,-424.393,3
297,3,-431.981,3
298,3,-420.774,3
299,3,-475.016,3
300,4,-632.366,4
301,4,-582.098,4
302,4,-588.063,4
303,4,-565.252,4
304,4,-589.861,4
305,4,-557.451,4
306,4,-608.891,4
307,4,-550.397,4
308,4,-556.901,4
309,4,-543.513,4
310,4,-533.922,4
311,4,-557.519,4
312,4,-591.566,4
313,4,-573.881,4
314,4,-576.024,4
315,4,-555.17,4
316,4,-568.411,4
317,4,-565.913,4
318,4,-586.074,4
319,5,-585.682,4
320,4,-576.719,4
321,4,-539.665,4
322,4,-594.045,4
323,4,-560.29,4
324,4,-532.17,4
325,4,-554.392,4
326,4,-540.022,4
327,5,-585.979,4
328,4,-544.327,4
329,4,-548.535,4
330,4,-515.624,4
331,4,-572.096,4
332,4,-585.453,4
333,4,-534.15,4
334,4,-558.893,4
335,4,-662.95,4
336,4,-567.611,4
337,4,-511.333,4
338,4,-603.139,4
339,4,-547.842,4
340,4,-620.395,4
341,4,-524.447,4
342,4,-545.845,4
343,4,-598.557,4
344,4,-557.245,4
345,5,-584.529,4
346,4,-542.381,4
347,4,-585.466,4
348,4,-539.022,4
349,4,-654.46,4
350,4,-563.019,4
351,4,-590.166,4
352,4,-567.853,4
353,4,-554.943,4
354,4,-590.319,4
355,4,-527.855,4
356,4,-551.712,4
357,5,-530.55,4
358,4,-545.451,4
359,4,-629.039,4
360,4,-590.294,4
361,4,-544.156,4
362,4,-527.032,4
363,4,-544.067,4
364,4,-559.516,4
365,4,-578.329,4
366,4,-573.587,4
367,4,-550.19,4
368,4,-551.046,4
369,4,-586.883,4
370,4,-559.809,4
371,4,-547.612,4
372,4,-584.908,4
373,4,-573.255,4
374,4,-572.716,4
375,4,-540.477,4
376,4,-566.713,4
377,4,-551.598,4
378,4,-569.875,4
379,4,-552.888,4
380,4,-555.279,4
381,4,-548.026,4
382,4,-542.945,4
383,4,-537.342,4
384,4,-579.264,4
385,5,-558.984,4
386,4,-554.109,4
387,5,-610.248,4
388,4,-556.722,4
389,4,-522.818,4
390,4,-587.618,4
391,4,-578.978,4
392,4,-567.301,4
393,4,-633.43,4
394,4,-530.769,4
395,4,-570.08,4
396,4,-576.815,4
397,4,-552.971,4
398,4,-594.705,4
399,4,-587.345,4
400,4,-659.74,5
401,4,-697.407,5
402,4,-678.987,5
403,5,-735.621,5
404,4,-744.187,5
405,4,-719.586,5
406,5,-679.037,5
407,4,-669.244,5
408,5,-698.117,5
409,4,-687.224,5
410,4,-716.216,5
411,4,-706.921,5
412,4,-677.988,5
413,4,-672.25,5
414,4,-738.918,5
415,4,-645.866,5
416,5,-660.618,5
417,4,-639.181,5
418,4,-689.246,5
419,4,-699.632,5
420,4,-605.896,5
421,5,-692.773,5
422,5,-706.237,5
423,5,-627.194,5
424,5,-660.636,5
425,4,-674.219,5
426,5,-675.063,5
427,5,-667.491,5
428,4,-709.544,5
429,4,-715.433,5
430,5,-655.464,5
431,4,-650.853,5
432,4,-683.581,5
433,4,-680.778,5
434,5,-709.01,5
435,5,-690.265,5
436,4,-683.388,5
437,4,-667.507,5
438,5,-683.946,5
439,5,-676.297,5
440,4,-673.577,5
441,4,-728.554,5
442,5,-689.088,5
443,5,-693.462,5
444,4,-717.537,5
445,4,-689.264,5
446,4,-685.474,5
447,5,-706.551,5
448,5,-725.714,5
449,4,-717.142,5
450,4,-676.048,5
451,5,-705.26,5
452,4,-740.799,5
453,5,-696.687,5
454,5,-693.724,5
455,5,-698.99,5
456,5,-680.599,5
457,4,-701.037,5
458,5,-676.946,5
459,5,-674.339,5
460,4,-668.772,5
461,4,-655.613,5
462,5,-624.192,5
463,4,-679.513,5
464,4,-667.97,5
465,4,-640.842,5
466,4,-654.437,5
467,5,-700.062,5
468,4,-659.693,5
469,4,-681.742,5
470,5,-644.192,5
471,4,-675.53,5
472,4,-713.629,5
473,5,-689.16,5
474,5,-685.865,5
475,4,-685.81,5
476,4,-647.103,5
477,5,-687.889,5
478,5,-740.567,5
479,4,-735.915,5
480,5,-690.572,5
481,4,-744.361,5
482,4,-657.754,5
483,4,-719.373,5
484,4,-721.003,5
485,4,-657.174,5
486,4,-703.746,5
487,5,-700.88,5
488,4,-662.939,5
489,5,-659.09,5
490,4,-659.337,5
491,4,-666.954,5
492,5,-683.533,5
493,5,-722.899,5
494,5,-697.745,5
495,4,-692.943,5
496,4,-713.053,5
497,5,-651.586,5
498,5,-736.738,5
499,5,-709.366,5
