,Actual,Minimum_value,Predicted
0,2,-1064.733,1
1,2,-1120.412,1
2,2,-1161.35,1
3,2,-1050.133,1
4,2,-1116.018,1
5,2,-1091.813,1
6,2,-1098.126,1
7,2,-1126.715,1
8,2,-1149.024,1
9,2,-1380.33,1
10,2,-1085.697,1
11,2,-1148.176,1
12,2,-1114.365,1
13,2,-1271.107,1
14,2,-1202.913,1
15,2,-1261.468,1
16,2,-1163.894,1
17,2,-1115.117,1
18,2,-1047.763,1
19,2,-1051.903,1
20,2,-1053.71,1
21,2,-1024.553,1
22,2,-1098.616,1
23,2,-1318.173,1
24,2,-1130.294,1
25,2,-1082.86,1
26,2,-1084.514,1
27,2,-1030.772,1
28,2,-1105.35,1
29,2,-1141.105,1
30,2,-1115.488,1
31,2,-1038.729,1
32,2,-1118.124,1
33,2,-1142.141,1
34,2,-1140.386,1
35,2,-1131.966,1
36,2,-1254.821,1
37,2,-1075.572,1
38,2,-1203.462,1
39,2,-1143.89,1
40,2,-1066.003,1
41,2,-1263.914,1
42,2,-1052.339,1
43,2,-1015.642,1
44,2,-1076.542,1
45,2,-1038.665,1
46,2,-1074.121,1
47,2,-1071.696,1
48,2,-1071.005,1
49,2,-1108.181,1
50,2,-1366.007,1
51,2,-1139.182,1
52,2,-1116.104,1
53,2,-1071.568,1
54,2,-1011.999,1
55,2,-1069.472,1
56,2,-1038.234,1
57,2,-1158.344,1
58,2,-1117.243,1
59,2,-1044.317,1
60,2,-1119.763,1
61,2,-1027.093,1
62,2,-982.731,1
63,2,-1058.294,1
64,2,-1142.076,1
65,2,-1166.93,1
66,2,-1027.428,1
67,2,-1036.947,1
68,2,-1107.997,1
69,2,-1107.607,1
70,2,-1149.479,1
71,2,-1065.928,1
72,2,-1030.531,1
73,2,-1124.365,1
74,2,-1104.978,1
75,2,-1083.259,1
76,2,-1148.849,1
77,2,-1180.246,1
78,2,-1182.388,1
79,2,-1146.079,1
80,2,-1176.451,1
81,2,-1081.383,1
82,2,-1064.368,1
83,2,-1080.991,1
84,2,-1211.878,1
85,2,-1014.067,1
86,2,-1187.513,1
87,2,-1061.841,1
88,2,-1366.974,1
89,2,-1207.787,1
90,2,-1028.152,1
91,2,-1030.092,1
92,2,-1069.71,1
93,2,-1093.041,1
94,2,-1099.686,1
95,2,-1089.472,1
96,2,-1043.945,1
97,2,-1184.35,1
98,2,-1073.643,1
99,2,-1209.312,1
100,4,-3042.687,2
101,4,-2940.577,2
102,4,-3031.958,2
103,4,-2953.601,2
104,4,-3121.03,2
105,4,-3069.013,2
106,4,-3007.906,2
107,4,-3000.597,2
108,4,-3084.746,2
109,4,-3090.302,2
110,4,-2991.766,2
111,4,-2948.111,2
112,4,-2945.961,2
113,4,-3043.741,2
114,4,-3214.733,2
115,4,-2988.462,2
116,4,-2910.929,2
117,4,-2956.957,2
118,4,-3025.144,2
119,4,-3017.962,2
120,4,-3216.265,2
121,4,-2863.527,2
122,4,-3065.449,2
123,4,-3144.736,2
124,4,-3060.508,2
125,4,-2941.102,2
126,4,-3082.033,2
127,4,-3198.079,2
128,4,-3115.577,2
129,4,-3190.473,2
130,4,-3018.367,2
131,4,-3117.061,2
132,4,-3034.126,2
133,4,-3010.467,2
134,4,-3003.318,2
135,4,-3040.074,2
136,4,-3072.409,2
137,4,-3140.272,2
138,4,-3075.886,2
139,4,-2906.778,2
140,4,-2892.968,2
141,4,-3281.119,2
142,4,-3217.893,2
143,4,-3030.05,2
144,4,-2954.075,2
145,4,-3016.664,2
146,4,-3085.398,2
147,4,-2938.823,2
148,4,-2916.047,2
149,4,-2925.82,2
150,4,-3115.491,2
151,4,-3033.948,2
152,4,-3085.132,2
153,4,-2972.183,2
154,4,-3055.539,2
155,4,-2907.309,2
156,4,-3221.228,2
157,4,-2993.545,2
158,4,-2942.876,2
159,4,-3064.931,2
160,4,-3037.576,2
161,4,-3041.604,2
162,4,-2914.826,2
163,4,-3110.701,2
164,4,-3149.026,2
165,4,-3046.71,2
166,4,-2996.886,2
167,4,-3145.875,2
168,4,-3138.337,2
169,4,-3021.245,2
170,4,-3125.069,2
171,4,-3093.269,2
172,4,-3184.254,2
173,4,-2992.088,2
174,3,-3100.433,2
175,4,-3093.694,2
176,4,-3177.839,2
177,4,-3011.161,2
178,4,-2969.353,2
179,4,-2980.686,2
180,4,-3150.843,2
181,5,-3183.605,2
182,4,-3017.836,2
183,4,-3168.07,2
184,4,-3020.435,2
185,4,-2985.003,2
186,4,-3206.294,2
187,4,-3138.865,2
188,4,-3052.751,2
189,4,-3085.854,2
190,4,-2922.887,2
191,4,-3070.761,2
192,4,-3077.076,2
193,4,-3170.099,2
194,4,-3121.139,2
195,4,-2893.062,2
196,4,-3172.718,2
197,4,-3221.243,2
198,4,-2948.741,2
199,4,-2992.954,2
200,5,-4839.272,3
201,5,-4964.533,3
202,5,-4954.02,3
203,5,-5067.039,3
204,5,-4914.173,3
205,5,-5441.299,3
206,5,-4978.847,3
207,5,-5204.863,3
208,5,-4948.57,3
209,5,-5428.218,3
210,5,-4849.082,3
211,5,-5045.642,3
212,5,-4972.184,3
213,5,-4999.482,3
214,5,-4893.901,3
215,5,-5020.077,3
216,5,-4843.697,3
217,5,-4936.203,3
218,5,-4824.262,3
219,5,-4996.554,3
220,5,-5051.269,3
221,5,-4990.092,3
222,5,-4916.484,3
223,5,-5026.877,3
224,5,-4935.266,3
225,5,-5167.686,3
226,5,-4788.1,3
227,5,-5101.878,3
228,5,-4997.747,3
229,5,-4889.364,3
230,5,-4853.151,3
231,5,-4819.842,3
232,5,-4913.336,3
233,5,-4970.14,3
234,5,-4988.181,3
235,5,-4765.768,3
236,5,-5039.575,3
237,5,-4986.919,3
238,5,-4736.949,3
239,5,-4840.737,3
240,5,-4977.328,3
241,5,-4843.017,3
242,5,-4943.883,3
243,5,-5124.773,3
244,5,-5038.581,3
245,5,-5082.855,3
246,5,-4745.588,3
247,5,-5113.902,3
248,5,-4805.435,3
249,5,-4924.199,3
250,5,-4910.049,3
251,5,-4857.575,3
252,5,-4899.533,3
253,5,-5122.651,3
254,5,-5064.127,3
255,5,-4987.845,3
256,5,-4975.505,3
257,5,-4942.55,3
258,5,-5048.177,3
259,5,-4804.606,3
260,5,-4846.026,3
261,5,-5358.835,3
262,5,-4944.284,3
263,5,-4982.073,3
264,5,-4793.012,3
265,5,-5019.852,3
266,5,-4959.317,3
267,5,-4890.853,3
268,5,-5036.696,3
269,5,-4866.725,3
270,5,-4913.175,3
271,5,-4948.906,3
272,5,-4903.46,3
273,5,-5039.53,3
274,5,-5128.346,3
275,5,-4996.376,3
276,5,-4919.225,3
277,5,-5099.926,3
278,5,-5174.498,3
279,5,-4891.451,3
280,5,-4968.67,3
281,5,-4846.769,3
282,5,-4784.632,3
283,5,-4942.887,3
284,5,-5094.078,3
285,5,-4866.098,3
286,5,-4850.387,3
287,5,-4818.212,3
288,5,-4899.748,3
289,5,-4924.717,3
290,5,-4961.677,3
291,5,-5132.328,3
292,5,-4920.787,3
293,5,-4798.691,3
294,5,-4936.728,3
295,5,-5195.519,3
296,5,-4769.729,3
297,5,-4812.292,3
298,5,-5038.263,3
299,5,-5158.701,3
300,5,-6667.187,4
301,5,-6916.006,4
302,5,-6866.192,4
303,5,-6843.508,4
304,5,-6655.371,4
305,5,-6949.314,4
306,5,-6734.905,4
307,5,-6644.454,4
308,5,-7008.704,4
309,5,-6879.332,4
310,5,-6826.538,4
311,5,-6953.466,4
312,5,-6695.264,4
313,5,-6716.649,4
314,5,-6917.686,4
315,5,-6845.186,4
316,5,-7068.768,4
317,5,-6826.646,4
318,5,-6725.802,4
319,5,-6828.473,4
320,5,-6920.292,4
321,5,-6911.888,4
322,5,-6831.265,4
323,5,-6868.665,4
324,5,-7234.677,4
325,5,-6924.889,4
326,5,-6803.672,4
327,5,-6720.971,4
328,5,-6936.286,4
329,5,-6996.752,4
330,5,-6723.713,4
331,5,-6770.768,4
332,5,-6997.272,4
333,5,-7047.752,4
334,5,-6671.474,4
335,5,-7084.486,4
336,5,-6755.92,4
337,5,-6824.337,4
338,5,-6862.577,4
339,5,-6780.037,4
340,5,-6811.802,4
341,5,-6789.878,4
342,5,-6759.487,4
343,5,-6909.876,4
