,1,Actual_1,1_val,2,Actual_2,2_val,3,Actual_3,3_val,4,Actual_4,4_val,5,Actual_5,5_val
0,0.0,0.0,4.673495037989451e-05,5.0,0.0,5.2299225496262215e-05,10.0,0.0,1.4837290766112258e-05,18.0,0.0,4.403172989694476e-05,24.0,0.0,2.1858599161314475e-05
1,1.0,0.0004,0.00046551641448195664,6.0,0.0004,0.0001747396265104749,11.0,0.0001,4.045681690635708e-05,19.0,0.0001,9.273677952463339e-05,25.0,0.0001,4.3102016631062414e-05
2,2.0,0.0027,0.0023189305498316024,7.0,0.0008,0.0005004896436786968,12.0,0.0001,0.00010113556919298593,20.0,0.0004,0.00018556942648243597,26.0,0.0,8.176976075077095e-05
3,3.0,0.0078,0.007702624607607248,8.0,0.0008,0.0012544725708835754,13.0,0.0005,0.00023340905052176729,21.0,0.0005,0.00035368454731098304,27.0,0.0,0.00014946878782145674
4,4.0,0.0205,0.019192894464551358,9.0,0.0032,0.0027953039906907042,14.0,0.0005,0.00050027687734405,22.0,0.001,0.0006435271864044241,28.0,0.0003,0.00026361307549654207
5,5.0,0.0362,0.038266758428629095,10.0,0.0062,0.0056065247587418696,15.0,0.0009,0.001000929729828493,23.0,0.0009,0.0011201007585944158,29.0,0.0006,0.00044915494657030874
6,6.0,0.0621,0.06359325865993119,11.0,0.011,0.010223981806309089,16.0,0.0023,0.0018777235715372125,24.0,0.0015,0.001868565853542309,30.0,0.0007,0.0007402097344936385
7,7.0,0.0858,0.09060311479041012,12.0,0.0191,0.017092757565589638,17.0,0.0038,0.0033158464681567116,25.0,0.0034,0.002992784759374296,31.0,0.0013,0.0011812054293774323
8,8.0,0.1171,0.11297247530403631,13.0,0.0269,0.02638131180136468,18.0,0.0067,0.005530917755795884,26.0,0.0053,0.004609499163551376,32.0,0.0016,0.0018270907623560966
9,9.0,0.1304,0.12523883950652975,14.0,0.0356,0.037813793317142415,19.0,0.0097,0.00874143028172766,27.0,0.0083,0.006837323012555606,33.0,0.0026,0.002742098369955173
10,10.0,0.1211,0.12497907677069706,15.0,0.0472,0.05059355117715775,20.0,0.0146,0.013126683013683573,28.0,0.0113,0.009780672097493726,34.0,0.0051,0.003996621301749896
11,11.0,0.1175,0.11340501596165418,16.0,0.0639,0.06346958122118233,21.0,0.0195,0.018775944213652758,29.0,0.0146,0.013510015318322048,35.0,0.0057,0.005661946092926729
12,12.0,0.0887,0.09434697848091592,17.0,0.0726,0.07494823871528544,22.0,0.0243,0.02563945366084843,30.0,0.0183,0.018041150504439718,36.0,0.0084,0.007802894760416807
13,13.0,0.0733,0.0724687791196424,18.0,0.0867,0.08359646396604282,23.0,0.0339,0.03349455105625044,31.0,0.023,0.02331721496566852,37.0,0.0103,0.010468829919889375
14,14.0,0.0503,0.05169856809260085,19.0,0.0906,0.08834613260213499,24.0,0.0405,0.041939158234795854,32.0,0.0282,0.029197477513151264,38.0,0.0146,0.013683907165766758
15,15.0,0.0357,0.03442961345453387,20.0,0.0884,0.08870845821075773,25.0,0.0486,0.05041967491837366,33.0,0.0352,0.035456390028377756,39.0,0.0161,0.017437828063032266
16,16.0,0.0225,0.02150038928509566,21.0,0.0838,0.08484132871374857,26.0,0.0569,0.058292217249113244,34.0,0.0399,0.04179489194628736,40.0,0.0201,0.021678560510108365
17,17.0,0.0123,0.012639235630315179,22.0,0.0767,0.07746414647996244,27.0,0.0677,0.06490740165583984,35.0,0.0475,0.047863808251739984,41.0,0.0267,0.02630847305269111
18,18.0,0.0075,0.007018768926873685,23.0,0.0697,0.06766172895239778,28.0,0.0686,0.06970230314022313,36.0,0.0521,0.05329682182219866,42.0,0.0291,0.031185038305385247
19,19.0,0.0042,0.0036932541620754342,24.0,0.0548,0.056644305602237405,29.0,0.0751,0.0722809046931577,37.0,0.0566,0.05774848850870496,43.0,0.0362,0.03612671585469087
20,20.0,0.0023,0.0018465890110167741,25.0,0.0462,0.045529708561963846,30.0,0.0722,0.07246699921696326,38.0,0.0617,0.06093159191683149,44.0,0.0421,0.04092390296090944
21,21.0,0.0008,0.0008794905443096675,26.0,0.032,0.03519284295686784,31.0,0.0676,0.07032018940761964,39.0,0.0675,0.06264809638842143,45.0,0.0434,0.04535406412190462
22,22.0,0.0005,0.00039992437433381824,27.0,0.0266,0.026198571821549492,32.0,0.0642,0.0661142364355814,40.0,0.0591,0.06280906180805852,46.0,0.0543,0.049199461455435065
23,23.0,0.0003,0.00017398369810867173,28.0,0.0186,0.01880878789827094,33.0,0.0586,0.06028502645194095,41.0,0.0608,0.061440864896847816,47.0,0.0547,0.052265440050422905
24,,,,29.0,0.0134,0.013039418418510798,34.0,0.0562,0.05336081015922396,42.0,0.0582,0.05867746582490329,48.0,0.0516,0.05439706897171141
25,,,,30.0,0.0088,0.008739499409878069,35.0,0.048,0.045889117292464636,43.0,0.0551,0.05474073898787219,49.0,0.0522,0.055492131515202894
26,,,,31.0,0.0059,0.005669289407954612,36.0,0.0372,0.03837302042457283,44.0,0.0487,0.04991259856138465,50.0,0.0544,0.05550896218843537
27,,,,32.0,0.0041,0.003563170302257013,37.0,0.031,0.03122529007084344,45.0,0.0435,0.04450351383494092,51.0,0.0574,0.05446834896142021
28,,,,33.0,0.0021,0.002171874522714707,38.0,0.0238,0.024743921850908422,46.0,0.0396,0.03882196702481953,52.0,0.0528,0.05244952726399118
29,,,,34.0,0.0024,0.0012850560117957628,39.0,0.0178,0.01910790173888702,47.0,0.0332,0.03314859831788878,53.0,0.0495,0.04958104855160281
30,,,,35.0,0.0009,0.0007387107238026606,40.0,0.0152,0.014388830283970035,48.0,0.0274,0.027717486395865576,54.0,0.0445,0.04602789255709866
31,,,,36.0,0.0004,0.0004129014737113102,41.0,0.0109,0.010572495708309171,49.0,0.0228,0.02270555335516358,55.0,0.0415,0.04197653114908515
32,,,,37.0,0.0001,0.0002245811864525987,42.0,0.0074,0.0075845095751784644,50.0,0.0171,0.01822975471976588,56.0,0.0365,0.03761971701051622
33,,,,38.0,0.0,0.00011895222349638211,43.0,0.0061,0.005315225675308211,51.0,0.0146,0.014350723452373112,57.0,0.0346,0.03314258587149863
