,Actual,Coef1,Coef2,Coef3,Coef4,Coef5,Minimum_value,Mu1,Mu2,Mu3,Mu4,Mu5,Predicted
0,4,0.18358145,0.26734347,0.21685216,0.33222292,0.0,-2017.491,74.1545872,95.9346603,108.747694,126.977793,0.0,3
1,4,0.39877932,0.18470431,0.03997032,0.37654604999999997,0.0,-1508.504,25.0566111,49.3467821,61.8499105,75.547506,0.0,3
2,4,0.21756007,0.38194307,0.17173533,0.22876153000000002,0.0,-1851.26,47.8005523,51.4444501,96.3661768,103.029575,0.0,2
3,5,0.19989596,0.39143452,0.02809075,0.18420679,0.19637198,-2698.285,24.9481793,49.7349832,64.535779,75.793843,125.075169,4
4,5,0.19864402,0.19187393,0.16975278,0.14278851,0.29694076,-2565.831,24.9856988,74.5992593,97.4363907,115.321388,127.447785,4
5,5,0.39076242,0.01142287,0.19881524,0.20167553,0.1973239400000001,-2569.037,24.7938804,33.1373043,74.9597803,99.9455233,124.954188,4
6,4,0.198287,0.17437156,0.247731,0.37961044,0.0,-2180.318,50.0483969,98.7516889,118.715123,128.431372,0.0,3
7,4,0.19962996,0.199113,0.55858238,0.042674659999999975,0.0,-1848.933,50.0238798,74.7990102,99.4356817,108.036149,0.0,3
8,5,0.19875764,0.19529921,0.18070936,0.21576248,0.20947131000000005,-2648.355,25.0018847,74.7585968,98.4339869,119.573195,128.956096,4
9,5,0.39422017,0.00863857,0.20023567,0.19987991,0.19702568000000004,-2484.35,24.9958597,33.5787365,50.2036666,75.1016597,125.153891,4
10,5,0.19964402,0.38630754,0.01607912,0.20120307,0.19676624999999995,-2532.481,24.9436247,49.6601918,59.0198182,100.086208,125.070249,4
11,5,0.39980364,0.13923126,0.07371488,0.19466155,0.19258867000000005,-2659.085,25.0363258,73.1581905,80.5476507,100.984603,125.478247,4
12,4,0.19810499,0.19128987,0.14196294,0.4686422,0.0,-1560.317,25.0291352,49.6183619,69.3324318,76.4903708,0.0,3
13,4,0.19185296,0.13529994,0.1621902,0.5106569000000001,0.0,-1931.719,74.5797853,95.8950283,111.077729,126.529039,0.0,3
14,5,0.18774874,0.0316276,0.3802787,0.06914051,0.33120445000000004,-2297.321,49.4125851,61.5998965,75.3384631,117.031912,126.364557,3
15,5,0.20095666,0.19991165,0.19634773,0.17941326,0.2233707,-2111.9,25.1189037,50.1342461,75.0006977,96.7054956,102.711441,4
16,5,0.39756599,0.00431418,0.19735946,0.31023709,0.09052328000000015,-2556.399,25.0629713,36.7528421,50.1450145,123.287156,132.191039,3
17,5,0.19886487,0.39170199,0.19027949,0.10090529,0.11824836000000004,-2531.738,25.0092254,74.8305159,98.5628857,118.794281,128.31866,4
18,5,0.19990193,0.19916783,0.38656885,0.06885096,0.14551043000000002,-2073.831,25.0351151,50.1178865,74.7025644,93.1336449,102.1029,4
19,5,0.00964521,0.39054005,0.09624532,0.31708162,0.18648780000000004,-2490.431,19.326011,25.182244,94.6622908,102.119171,126.060485,3
20,5,0.39344246,0.01208341,0.19627196,0.20028759,0.19791458000000003,-2102.954,24.8818985,35.1384621,50.2843256,75.0128207,99.9731331,4
21,3,0.19813992,0.17564703,0.6262130499999999,0.0,0.0,-1111.856,25.0233418,46.867477,50.9647239,0.0,0.0,2
22,5,0.19809137,0.22937662,0.18420445,0.19634368,0.19198388000000002,-2360.028,49.9867676,72.8801377,78.4860653,101.196134,125.691066,4
23,5,0.20033281,0.19961257,0.19927764,0.36235021,0.038426769999999943,-2629.403,24.8514793,49.7591418,74.6753148,123.747,135.176431,4
24,5,0.02952922,0.37640909,0.20032989,0.20001165,0.19372014999999995,-2440.626,43.2601845,50.5510922,75.5646754,100.505635,125.317356,4
25,5,0.19664195,0.35759735,0.0871217,0.17781196,0.18082703999999994,-2281.181,49.7789962,74.0223438,86.5101887,103.397498,126.271297,4
26,4,0.3993364,0.19916354,0.21639305,0.18510701000000004,0.0,-2592.324,24.9729757,50.016947,121.667662,128.840999,0.0,3
27,5,0.19788586,0.17041068,0.12304644,0.33524152,0.1734155,-2318.782,50.0055216,73.6590085,89.8052114,103.213053,126.817122,4
28,4,0.39035798,0.14006336,0.1065609,0.36301776,0.0,-1748.026,49.7226727,71.4216703,83.701543,101.007371,0.0,3
29,5,0.19925553,0.19644665,0.19230937,0.27354688,0.13844156999999996,-2493.744,25.025604,74.9175576,99.1878811,121.913235,130.331874,4
30,4,0.14274892,0.46191758,0.19844646,0.19688703999999996,0.0,-2451.532,22.8786062,25.546282,75.0257461,124.982464,0.0,3
31,5,0.19968026,0.39550945,0.16878047,0.06307902,0.17295079999999996,-2169.188,24.9297292,49.8174377,73.041353,86.0285215,101.164207,4
32,5,0.19964815,0.19663731,0.01564078,0.54395084,0.04412291999999984,-2707.29,25.0012419,74.8430281,103.706366,124.594676,135.053791,3
33,5,0.39965842,0.19795401,0.19002734,0.01582357,0.19653666000000003,-2588.678,24.9381554,49.7634874,74.0397228,86.7710801,124.941395,4
34,5,0.06851554,0.3372704,0.19407013,0.36094282,0.03920110999999987,-2285.436,46.0671973,51.036286,75.4229252,124.023641,136.405206,3
35,4,0.19214826,0.179378,0.24396208,0.38451166000000003,0.0,-1980.299,74.2808674,97.6668169,118.466528,127.521449,0.0,3
36,5,0.40152661,0.001,0.29989441,0.10226886,0.19531011999999998,-2650.284,24.9863111,44.2655743,73.7324997,78.9344669,124.958608,3
37,5,0.04558099,0.35635925,0.31624689,0.08725386,0.19455900999999992,-1657.193,22.1009726,25.5002271,49.335491,53.7614762,75.2015515,3
38,4,0.19525898,0.18333934,0.24099022,0.38041146000000003,0.0,-1893.395,74.8773419,98.6972117,118.888189,128.170422,0.0,3
39,4,0.38429967,0.15359491,0.11865922,0.3434462,0.0,-1912.72,74.7351508,96.022934,111.180651,126.680521,0.0,3
40,5,0.1998054,0.11334498,0.2940528,0.19948596,0.19331085999999995,-1961.975,25.0250663,47.4752382,51.2286798,75.7046626,100.397037,4
41,5,0.19808587,0.19418019,0.13908294,0.27677713,0.19187387000000006,-2081.767,24.9319887,49.5347349,70.2235895,77.3597127,100.359921,4
42,5,0.19859355,0.17025786,0.23261138,0.00102664,0.39751056999999995,-2564.71,24.9309191,98.1916856,117.927757,127.902843,127.90479,3
43,4,0.1983961,0.27285837,0.35196519,0.17678034000000004,0.0,-2215.227,50.0041602,96.3767557,103.650977,126.60925,0.0,3
44,5,0.19924366,0.1992095,0.07770463,0.1574198,0.36642241,-2700.734,24.9629201,49.8982808,95.0601826,104.902543,126.029878,4
45,4,0.39924472,0.39686955,0.1459461,0.05793962999999999,0.0,-1583.441,24.9991291,49.8626655,73.3689649,78.7900828,0.0,3
46,5,0.01634639,0.39078277,0.17850576,0.22126112,0.19310396,-2229.89,64.1012079,75.5864366,100.536684,100.535994,125.782656,3
47,5,0.02440351,0.37785072,0.20143944,0.20279951,0.19350682000000005,-2472.259,20.6703148,25.3798317,75.4474021,100.668808,125.686172,4
48,4,0.39972097,0.19825666,0.31203099,0.08999138000000007,0.0,-2460.02,24.946534,74.9697582,123.024181,132.391688,0.0,3
49,4,0.39380414,0.19169445,0.22419274,0.19030866999999996,0.0,-1785.557,49.9105206,73.8003482,96.2070294,103.350788,0.0,3
50,2,0.20552734,0.79447266,0.0,0.0,0.0,-1248.971,50.3430887,75.1014923,0.0,0.0,0.0,2
51,5,0.38587929,0.0188574,0.19561016,0.2340978,0.16555535000000002,-2560.965,24.7239321,32.3564092,50.1204334,122.070955,129.2374,3
52,5,0.19889785,0.39002522,0.13974589,0.09688041,0.17445062999999997,-2454.408,49.9718458,74.7556143,96.299166,108.241172,126.44664,4
53,5,0.36399472,0.04110433,0.19475981,0.0383502,0.36179094,-2182.503,49.5954103,54.9581169,75.3066072,114.784197,126.002785,3
54,5,0.26793518,0.13365555,0.148631,0.25413395,0.19564431999999987,-2537.248,24.1251568,26.6239879,71.5343444,76.9664485,124.750745,3
55,5,0.1990002,0.17976023,0.04730186,0.3804293,0.19350841000000002,-1985.35,25.0012048,49.2356527,61.2630283,75.6917903,100.135087,4
56,5,0.30054253,0.10456616,0.19802148,0.20000093,0.1968689000000001,-2657.3,24.1518767,27.6347764,49.9394367,74.6359839,124.685105,4
57,5,0.20000536,0.19924467,0.19249384,0.13460779,0.27364833999999993,-2118.894,25.0139992,49.9966971,74.5263544,94.8890365,102.033656,4
58,5,0.19895551,0.1902016,0.03518391,0.37834708,0.19731190000000004,-2646.609,25.013397,49.5594747,62.7747961,75.5938462,125.004424,4
59,5,0.37007234,0.03419442,0.19818075,0.19861404,0.19893844999999993,-2737.808,24.7083355,29.3964199,50.2207083,100.075676,124.993549,4
60,4,0.19761183,0.34416787,0.08987385,0.36834645,0.0,-1724.068,50.0372288,74.0270421,84.2771932,101.032117,0.0,3
61,3,0.57933722,0.06281208,0.3578507,0.0,0.0,-1267.168,49.686975,64.9580049,75.8631262,0.0,0.0,2
62,4,0.1998159,0.47629882,0.12639319,0.19749209000000006,0.0,-2585.32,25.0418303,49.1585972,53.3635732,125.003531,0.0,3
63,3,0.39310293,0.51203448,0.09486259000000008,0.0,0.0,-1414.507,74.8757945,98.9277418,106.166265,0.0,0.0,2
64,5,0.38916636,0.01126141,0.17952014,0.19697527,0.22307682000000004,-2450.457,49.795493,61.2751075,98.9576834,119.260614,129.004282,3
65,3,0.4023791,0.19998591,0.39763499,0.0,0.0,-1555.031,24.9394043,50.0175375,74.937226,0.0,0.0,3
66,5,0.19916463,0.32267493,0.07768782,0.24838193,0.1520906899999999,-2016.402,25.0403106,49.2845296,53.1203562,97.7954112,103.663202,3
67,5,0.2001958,0.200022,0.1976067,0.07223942,0.3299360799999999,-2506.695,24.9762745,50.0873666,75.0019428,117.471519,126.437359,4
68,4,0.20016035,0.01188649,0.59048118,0.19747198,0.0,-2494.919,24.9044581,59.4482674,75.0705654,124.701982,0.0,3
69,5,0.19812349,0.19155672,0.17092727,0.17011877,0.2692737500000001,-2602.506,24.9198839,74.5234062,97.2582047,116.471152,128.011893,4
70,4,0.19899368,0.05114508,0.5539007,0.19596053999999996,0.0,-2252.582,49.9951405,90.85712,100.821316,125.349676,0.0,3
71,5,0.20033262,0.1953698,0.11436681,0.29354594,0.19638483,-2464.257,24.9961228,49.7622607,70.2669719,76.6548617,124.941839,4
72,4,0.19903786,0.19821731,0.17248847,0.43025636,0.0,-1986.455,25.0369033,49.9458806,94.616013,102.070657,0.0,3
73,5,0.19871645,0.19508019,0.12813707,0.11031587,0.36775042,-2054.946,25.0035294,49.7956004,71.5699485,82.6252975,100.966212,4
74,5,0.01685959,0.37730198,0.32967786,0.12412417,0.15203639999999993,-1936.98,63.4173751,75.2227891,97.9247028,111.487508,127.536773,3
