,Actual,Coef1,Coef2,Coef3,Coef4,Coef5,Minimum_value,Mu1,Mu2,Mu3,Mu4,Mu5,Predicted
0,4,0.2021741,0.21226094,0.19634831,0.38921664999999994,0.0,-653.572,5.01487942,10.1267307,15.5069575,25.1601807,0.0,4
1,5,0.09025031,0.33386729,0.18510181,0.2110667,0.17971389,-627.561,3.8082516,5.45465246,10.4843193,20.4939237,25.2415113,4
2,4,0.20253749,0.23967628,0.2507159,0.30707033000000006,0.0,-673.58,4.96035309,10.5211043,16.6219827,20.7211115,0.0,4
3,4,0.19992136,0.21674399,0.38863019,0.19470445999999997,0.0,-632.987,4.98217108,10.1126061,15.2150479,25.1554759,0.0,4
4,4,0.12924197,0.1608439,0.26338227,0.44653185999999995,0.0,-535.822,4.44351119,7.24745512,12.8799583,19.7541031,0.0,4
5,4,0.19896392,0.22935316,0.30584363,0.26583929,0.0,-547.482,4.96655054,10.2661799,16.6785832,20.9531786,0.0,4
6,2,0.4386532,0.5613467999999999,0.0,0.0,0.0,-518.897,15.213305,20.2343606,0.0,0.0,0.0,2
7,4,0.39676019,0.20390405,0.21821139,0.18112437000000003,0.0,-642.351,4.97574798,9.97254353,20.2930148,25.257511,0.0,4
8,4,0.2007678,0.23106926,0.29279104,0.2753719000000001,0.0,-724.886,4.98408752,10.2538824,16.7697315,24.2319212,0.0,5
9,4,0.22524657,0.45086189,0.27098474,0.052906799999999976,0.0,-727.687,10.1486205,15.7215196,22.9533593,27.4961488,0.0,4
10,4,0.18980897,0.40123101,0.16688949,0.24207053000000003,0.0,-686.952,4.89615584,9.8424327,18.9654251,24.5500076,0.0,4
11,2,0.8005249,0.19947510000000002,0.0,0.0,0.0,-661.284,9.96701583,20.0060165,0.0,0.0,0.0,2
12,3,0.20066497,0.38036647,0.41896855999999993,0.0,0.0,-618.793,4.99532021,14.8371964,20.0187402,0.0,0.0,3
13,3,0.41046939,0.20087586,0.38865474999999994,0.0,0.0,-645.205,10.0576678,15.4111376,25.1620822,0.0,0.0,3
14,3,0.39643331,0.38824158,0.2153251100000001,0.0,0.0,-652.483,9.97506687,19.6995068,24.8902963,0.0,0.0,3
15,2,0.40152365,0.59847635,0.0,0.0,0.0,-637.652,15.0887355,25.1160782,0.0,0.0,0.0,2
16,3,0.40092537,0.20656683,0.3925078000000001,0.0,0.0,-632.984,5.02400573,20.1133094,25.1534747,0.0,0.0,3
17,4,0.19251012,0.19241101,0.02633274,0.5887461300000001,0.0,-673.36,4.91208475,9.61817178,15.5733393,25.1198441,0.0,3
18,4,0.37837936,0.21331122,0.1633702,0.24493921999999993,0.0,-671.79,4.86030145,9.44981043,18.9251961,24.5004252,0.0,4
19,4,0.19650906,0.11788091,0.41836032,0.26724971,0.0,-750.767,4.97407453,12.942013,16.7738368,24.4537291,0.0,4
20,4,0.20624822,0.42290053,0.18244847,0.18840278000000002,0.0,-630.32,5.07176698,10.1732348,15.8139209,25.2734018,0.0,4
