,Actual,Coef1,Coef2,Coef3,Coef4,Coef5,Minimum_value,Mu1,Mu2,Mu3,Mu4,Mu5,Predicted
0,5,0.20029413,0.20045369,0.19926622,0.20029058,0.19969538000000003,-4579.909,50.0005277,100.025207,150.147434,199.88106,249.314319,5
1,5,0.19928678,0.03041146,0.37370329,0.19961429,0.19698417999999993,-4768.887,49.9638096,88.4619366,100.657939,200.220975,249.636202,4
2,5,0.1985217,0.19759,0.18599227,0.06005176,0.35784426999999996,-3766.655,50.1146484,100.190948,148.88486,178.746096,202.038652,4
3,5,0.39383867,0.01104932,0.19935683,0.20052129,0.19523388999999988,-4792.865,49.7849229,62.5905017,100.10054,200.548746,250.135012,4
4,4,0.32443422,0.27945218,0.30698476,0.08912883999999999,0.0,-2495.703,145.716294,155.166586,197.394129,210.019485,0.0,2
5,5,0.19938045,0.1989725,0.16386458,0.24202994,0.19575252999999992,-4692.372,49.9023468,100.038252,144.196637,153.865293,250.055667,4
6,5,0.1992888,0.19785619,0.19552601,0.32968825,0.07764075000000004,-3828.123,50.0526687,100.058899,149.809264,197.111582,213.20508,4
7,5,0.19989979,0.19908711,0.34631791,0.06332409,0.19137109999999996,-3880.929,50.0338327,100.024964,148.4323,162.899719,200.702307,4
8,5,0.19911128,0.19606961,0.18701219,0.14693967,0.27086725,-4894.053,50.0556044,150.116402,198.502037,237.286287,255.467035,4
9,5,0.19809938,0.19656398,0.33387915,0.0990445,0.1724129900000001,-4091.289,100.077659,150.176858,197.232146,219.340373,253.168417,4
10,5,0.20060755,0.20042766,0.19946469,0.20154026,0.19795984000000003,-4626.011,49.9139113,99.9942665,149.988735,199.934195,249.655269,5
11,5,0.19192689,0.02278366,0.55623005,0.05061588,0.17844352000000002,-3080.505,99.514125,125.464106,149.609732,173.316027,202.01888,3
12,5,0.19698385,0.006631,0.47436749,0.0472322,0.27478546,-4453.825,50.0587227,213.005031,245.068054,245.069918,260.402001,2
13,5,0.19765189,0.20295261,0.21093632,0.19444422,0.19401496000000007,-4036.673,99.8482877,144.510634,155.874008,201.07497,249.681167,4
14,5,0.37787979,0.02438028,0.19612418,0.18069184,0.22092391000000006,-3718.195,49.4867081,57.4414045,99.8448883,193.45461,205.03941,3
15,5,0.20109424,0.21903205,0.18542013,0.19794089,0.19651268999999996,-4946.728,50.0781062,97.301069,103.474913,200.236578,249.597985,4
16,5,0.19886253,0.00647112,0.54811356,0.05184337,0.19470941999999997,-3646.147,50.0144821,74.5462972,99.5362911,109.58788,199.98908,3
17,5,0.53503861,0.06652758,0.19262457,0.07167425,0.13413499,-2936.606,99.1361053,108.590962,149.670827,190.291939,204.099133,3
18,5,0.38140994,0.02176463,0.19178647,0.14081294,0.2642260200000001,-3090.541,99.690891,115.15871,150.160714,191.369635,204.210531,3
19,4,0.06114614,0.54002506,0.18633312,0.2124956800000001,0.0,-4479.407,44.3481488,50.6992687,242.679775,256.590392,0.0,2
20,5,0.37307596,0.22902742,0.18560556,0.03400963,0.17828143000000002,-2987.992,97.6297116,104.171959,149.261276,176.993595,201.777256,3
21,4,0.26225383,0.34145993,0.19845303,0.19783320999999995,0.0,-4670.727,48.1173857,51.631167,200.409678,249.748419,0.0,3
22,4,0.10188891,0.29476188,0.20783286,0.39551634999999996,0.0,-2576.12,190.193129,203.395686,239.577335,255.604497,0.0,2
23,5,0.3555576,0.04794344,0.19476002,0.28633114,0.1154078,-4090.502,98.6996693,108.892458,149.653225,245.313225,260.971682,3
24,5,0.01189945,0.38923485,0.1945512,0.03671103,0.36760346999999993,-2792.654,40.2293671,50.1786478,99.6848784,133.598405,151.113048,3
25,5,0.10686914,0.29483741,0.33375914,0.07738812,0.18714618999999988,-3653.634,47.2999505,50.8743613,148.00933,162.505358,201.063481,3
26,5,0.00882407,0.39238089,0.19718957,0.22904529,0.17256018,-3786.015,41.2832447,50.1410976,100.031293,194.89012,206.750789,3
27,5,0.06783983,0.33386236,0.19447069,0.21326669,0.19056042999999992,-3886.593,46.4412258,50.7291083,145.045905,155.335728,200.751487,3
28,4,0.5019255,0.10031575,0.27767134,0.12008741,0.0,-4733.952,49.1777681,54.0535979,245.446468,260.979295,0.0,2
29,5,0.316886,0.08845542,0.19988135,0.19797181,0.19680541999999993,-4724.104,49.1008618,53.7150024,100.176757,149.914215,250.156735,4
30,5,0.19914425,0.19716242,0.0853233,0.32410278,0.19426725000000006,-3710.373,49.9836854,99.8482646,140.007725,152.589811,200.26105,4
31,5,0.1988695,0.3938523,0.20827868,0.16479422,0.034205299999999994,-2884.535,49.9216928,97.6347757,104.103114,148.213995,159.053389,3
32,4,0.22115045,0.19128267,0.48090252,0.10666436000000001,0.0,-2932.508,194.729375,207.633176,247.798187,263.728831,0.0,2
33,5,0.54782196,0.05538416,0.18982064,0.04752836,0.15944487999999993,-2882.231,99.0480105,110.033082,149.353001,185.548852,202.450808,3
34,5,0.20058103,0.19967642,0.20083062,0.20020352,0.19870841000000014,-4608.585,50.1263606,100.062151,150.187774,200.138696,249.703053,5
35,5,0.19709985,0.26396439,0.14441329,0.27266578,0.12185668999999993,-4002.496,99.6532426,195.226879,208.793458,245.478967,260.326076,3
36,5,0.20008987,0.34079439,0.07254415,0.19307247,0.19349911999999997,-4944.458,49.9250981,148.112437,163.797715,201.375896,250.02913,4
37,5,0.08057789,0.31976169,0.25237311,0.02309163,0.32419568,-4626.141,46.9912908,50.9091085,242.707204,242.708215,256.694439,2
38,4,0.10457541,0.50079693,0.19902366,0.19560399999999994,0.0,-4665.498,45.712092,50.9083634,99.94467,249.895962,0.0,3
