,AIC,BIC,Functions_evaluated,Chi-squared,R_Squared,Coef,Mu
1,-839.736,-835.155,12.0,0.001,0.9497929042802354,0.97778485,99.9882136
2,-1194.702,-1189.413,15.0,0.001,0.8946159393309109,0.96793863,199.489534
3,-1432.843,-1427.219,15.0,0.001,0.8591089320814632,0.94805927,298.79244
4,-1980.486,-1974.274,18.0,0.001,0.8569072827937289,0.92396789,398.334656
5,-1902.499,-1896.336,18.0,0.001,0.7809516013652433,0.90663139,497.887896
