,1,1_val,2,2_val,3,3_val,4,4_val,5,5_val
0,65.0,4.428495707177356e-05,160.0,0.0004596278206187736,233.0,9.723148620962527e-06,316.0,2.1697075368533624e-06,422.0,3.9406862613987695e-05
1,66.0,6.70905113496439e-05,161.0,0.0005695089424620262,234.0,1.2415398735307871e-05,317.0,2.7264028615309062e-06,423.0,4.638345141568724e-05
2,67.0,0.0001001232892920734,162.0,0.0007013029229960621,235.0,1.5785648024170696e-05,318.0,3.4151595855921143e-06,424.0,5.4466412911745773e-05
3,68.0,0.00014722277707143053,163.0,0.0008582981182980733,236.0,1.998573006436296e-05,319.0,4.26450288881894e-06,425.0,6.380745358661654e-05
4,69.0,0.00021334119547307328,164.0,0.0010440334855453344,237.0,2.5196561424171456e-05,320.0,5.3084352961001845e-06,426.0,7.457502082252815e-05
5,70.0,0.00030473721475488723,165.0,0.0012622651726297276,238.0,3.1632529729521544e-05,321.0,6.587332560610231e-06,427.0,8.695550415884549e-05
6,71.0,0.00042915675683591066,166.0,0.0015169198255337187,239.0,3.9546279294612994e-05,322.0,8.148952965623602e-06,428.0,0.00010115442309879207
7,72.0,0.0005959807984848486,167.0,0.0018120337070094783,240.0,4.923387206688232e-05,323.0,1.004956774939628e-05,429.0,0.00011739758269241988
8,73.0,0.0008163158275191217,168.0,0.0021516771413998127,241.0,6.104028539964887e-05,324.0,1.2355219508352975e-05,430.0,0.00013593217568256546
9,74.0,0.0011029994779199364,169.0,0.0025398643207029557,242.0,7.536518939029421e-05,325.0,1.5143114224222287e-05,431.0,0.00015702780757898604
10,75.0,0.0014704926326890425,170.0,0.0029804491158375284,243.0,9.266892532173438e-05,326.0,1.8503150944123376e-05,432.0,0.00018097741866787513
11,76.0,0.0019346306779584347,171.0,0.0034770082172491125,244.0,0.00011347858335573327,327.0,2.2539591075023293e-05,433.0,0.00020809807473479478
12,77.0,0.002512211241004092,172.0,0.0040327136562799465,245.0,0.00013839405242871997,328.0,2.737286669472758e-05,434.0,0.00023873159624625617
13,78.0,0.003220404029409701,173.0,0.004650197502537521,246.0,0.00016809388882558948,329.0,3.3141524198158906e-05,435.0,0.00027324499395346523
14,79.0,0.0040759803306949435,174.0,0.005331412256695139,247.0,0.0002033408228552493,330.0,4.000429596414741e-05,436.0,0.00031203067744908834
15,80.0,0.0050943749016219165,175.0,0.006077491122900656,248.0,0.00024498669628138616,331.0,4.81422885330978e-05,437.0,0.00035550640217793777
16,81.0,0.006288610445252085,176.0,0.006888612908149185,249.0,0.00029397659770323846,332.0,5.776127102908557e-05,438.0,0.0004041149198668497
17,82.0,0.0076681332286305,177.0,0.007763876716208749,250.0,0.0003513519401000267,333.0,6.909404226188946e-05,439.0,0.0004583232973652197
18,83.0,0.00923762582583402,178.0,0.008701191842373104,251.0,0.0004182522055538325,334.0,8.240284914110937e-05,440.0,0.0005186218695645194
19,84.0,0.010995877436571875,179.0,0.009697188299703327,252.0,0.0004959150681234075,335.0,9.798182278842814e-05,441.0,0.0005855227934343038
20,85.0,0.012934801674977571,180.0,0.010747153193105093,253.0,0.0005856745984051988,336.0,0.00011615939212985362,442.0,0.0006595581723713344
21,86.0,0.01503869434150835,181.0,0.011844997690786493,254.0,0.0006889572539037301,337.0,0.00013730062789670677,443.0,0.0007412777230267806
22,87.0,0.01728381819313551,182.0,0.012983258622246231,255.0,0.0008072753692969157,338.0,0.00016180946300367615,444.0,0.0008312459606056552
23,88.0,0.01963838756983171,183.0,0.01415313777052847,256.0,0.0009422178812626027,339.0,0.00019013072836816369,445.0,0.0009300388833739611
24,89.0,0.022063003281246375,184.0,0.01534458075055902,257.0,0.0010954380546950586,340.0,0.00022275193657831765,446.0,0.0010382401426990168
25,90.0,0.024511558731083394,185.0,0.01654639601591282,258.0,0.0012686380216387007,341.0,0.0002602047396314036,447.0,0.0011564366914705152
26,91.0,0.026932604079607368,186.0,0.01774641306533127,259.0,0.001463550001426339,342.0,0.00030306598147841556,448.0,0.0012852139110951146
27,92.0,0.02927111924786562,187.0,0.018931677390912574,260.0,0.0016819141402223676,343.0,0.0003519582615973826,449.0,0.0014251502254209565
28,93.0,0.03147061209748645,188.0,0.02008867819173179,261.0,0.0019254529899144289,344.0,0.0004075499225305524,450.0,0.0015768112187744064
29,94.0,0.033475428574796864,189.0,0.021203603442366555,262.0,0.0021958427388545933,345.0,0.0004705543725528348,451.0,0.0017407432848457725
30,95.0,0.03523314004514635,190.0,0.022262615627748197,263.0,0.002494681408758556,346.0,0.0005417286546500146,452.0,0.0019174668430737365
31,96.0,0.03669686181580505,191.0,0.023252140401078928,264.0,0.0028234543407057674,347.0,0.000621871175051789,453.0,0.0021074691695412936
32,97.0,0.03782735731384389,192.0,0.024159159648397443,265.0,0.0031834974060166257,348.0,0.0007118185089206762,454.0,0.0023111968998383685
33,98.0,0.038594794743151195,193.0,0.024971499997120755,266.0,0.003575958491350542,349.0,0.0008124412076600885,455.0,0.0025290482718585464
34,99.0,0.03898004628759103,194.0,0.02567810771669673,267.0,0.004001757918043095,350.0,0.0009246385418420752,456.0,0.0027613651867116813
35,100.0,0.03897545196205257,195.0,0.02626930123959213,268.0,0.004461548559349738,351.0,0.0010493321260766977,457.0,0.0030084251756719214
36,101.0,0.03858500809704795,196.0,0.02673699317392676,269.0,0.004955676511742712,352.0,0.001187458387322671,458.0,0.003270433370271037
37,102.0,0.03782398071774401,197.0,0.027074874660476363,270.0,0.005484143253278319,353.0,0.001339959856118024,459.0,0.0035475145807290463
38,103.0,0.03671798315550086,198.0,0.027278556204054505,271.0,0.006046570279397666,354.0,0.001507775280924487,460.0,0.0038397055949758664
39,104.0,0.03530159177374064,199.0,0.027345660626182364,272.0,0.00664216724027099,355.0,0.0016918285890088404,461.0,0.004146947816171774
40,105.0,0.033616600956004515,200.0,0.027275865472545582,273.0,0.007269704610771921,356.0,0.0018930167427299476,462.0,0.004469080360591559
41,106.0,0.03171003658964355,201.0,0.02707089398923095,274.0,0.007927491901697108,357.0,0.002112196567455133,463.0,0.00480583374005549
42,107.0,0.029632055264533226,202.0,0.026734455575011876,275.0,0.00861336236703055,358.0,0.002350170655996369,464.0,0.005156824253250246
43,108.0,0.02743385437605441,203.0,0.02627213834329145,276.0,0.009324665076139459,359.0,0.0026076724839524962,465.0,0.005521549208478312
44,109.0,0.025165707270969725,204.0,0.025691258012670814,277.0,0.010058265102077144,360.0,0.0028853509000292973,466.0,0.005899383096205493
45,110.0,0.02287521922916436,205.0,0.025000668722604334,278.0,0.010810552428941297,361.0,0.0031837541844485983,467.0,0.0062895748234645735
46,111.0,0.020605876644380624,206.0,0.024210542487832807,279.0,0.011577460005239903,362.0,0.0035033138963577928,468.0,0.0066912461132841725
47,112.0,0.018395935681415558,207.0,0.023332124821923463,280.0,0.012354491170298723,363.0,0.003844328756639831,469.0,0.007103391161479077
48,113.0,0.016277670328892026,208.0,0.02237747455448147,281.0,0.013136756461556954,364.0,0.004206948835173247,470.0,0.0075248776297470715
49,114.0,0.014276975250297448,209.0,0.021359196030489327,282.0,0.013919019578195265,365.0,0.004591160330259443,471.0,0.007954449038697907
50,115.0,0.012413297839750669,210.0,0.0202901717245988,283.0,0.014695752037614447,366.0,0.004996771242040617,472.0,0.008390728607161052
51,116.0,0.010699857555817519,211.0,0.019183302851081087,284.0,0.015461195822788069,367.0,0.005423398250509537,473.0,0.008832224565249524
52,117.0,0.009144099515317958,212.0,0.018051264838818463,285.0,0.016209433088321984,368.0,0.005870455111273522,474.0,0.009277336948128136
53,118.0,0.0077483235250376415,213.0,0.01690628361654778,286.0,0.01693446177859439,369.0,0.0063371428784927105,475.0,0.009724365855984348
54,119.0,0.006510428807006977,214.0,0.01575993756955778,287.0,0.017630275820031696,370.0,0.006822442253409972,476.0,0.010171521143609917
55,120.0,0.0054247178874486665,215.0,0.014622988842784474,288.0,0.018290948388197784,371.0,0.007325108338889913,477.0,0.010616933480264995
56,121.0,0.0044827095133004235,216.0,0.013505246433072299,289.0,0.018910716625242015,372.0,0.007843668054804496,478.0,0.011058666697955414
57,122.0,0.0036739189880080634,217.0,0.01241546229091297,290.0,0.019484066098879278,373.0,0.008376420436645713,479.0,0.011494731324321904
58,123.0,0.0029865739568914447,218.0,0.011361260488425234,291.0,0.02000581325450171,374.0,0.008921440000168984,480.0,0.011923099175149056
59,124.0,0.002408243507069689,219.0,0.010349098448331536,292.0,0.020471184119579246,375.0,0.009476583308965395,481.0,0.01234171886153963
60,125.0,0.0019263677304068617,220.0,0.009384258302280618,293.0,0.020875887574578766,376.0,0.010039498830486248,482.0,0.0127485320490566
61,126.0,0.00152868308089026,221.0,0.008470865680574906,294.0,0.02121618160637635,377.0,0.010607640109674927,483.0,0.013141490289829862
62,127.0,0.0012035455944240708,222.0,0.007611932643999708,295.0,0.02148893110665415,378.0,0.011178282229689546,484.0,0.013518572235635984
63,128.0,0.0009401591721105179,223.0,0.0068094210573442955,296.0,0.021691655963672486,379.0,0.011748541466674308,485.0,0.013877801028837858
64,129.0,0.0007287196601855483,224.0,0.006064322470345623,297.0,0.021822568417469053,380.0,0.012315397982468135,486.0,0.014217261661177105
65,130.0,0.0005604875159383956,225.0,0.005376750504321993,298.0,0.021880598897747638,381.0,0.012875721336020428,487.0,0.014535118085481443
66,131.0,0.00042780263733267494,226.0,0.004746041824769206,299.0,0.02186540983392577,382.0,0.013426298533433204,488.0,0.014829629865227841
67,132.0,0.0003240547083386956,227.0,0.004170861990488816,300.0,0.021777397209659533,383.0,0.013963864278752416,489.0,0.015099168148993666
68,133.0,0.000243621439180072,228.0,0.003649312783988891,301.0,0.021617679920639465,384.0,0.014485133035010912,490.0,0.0153422307634254
69,134.0,0.00018178561574569842,229.0,0.0031790380200909124,302.0,0.02138807727670901,385.0,0.014986832458659859,491.0,0.015557456228072385
70,135.0,0.00013464014063170336,230.0,0.0027573252743969146,303.0,0.02109107525835823,386.0,0.01546573773142994,492.0,0.015743636507982987
71,136.0,9.8988434904819e-05,231.0,0.002381201445896421,304.0,0.020729782386302017,387.0,0.015918706283750857,493.0,0.01589972833658353
72,137.0,7.224581589725927e-05,232.0,0.002047520546286521,305.0,0.020307876283701475,388.0,0.016342712383134245,494.0,0.016024862959895247
73,,,233.0,0.0017530425733015948,306.0,0.019829542197860744,389.0,0.016734881050752104,495.0,0.01611835417498243
74,,,234.0,0.0014945027606125454,307.0,0.019299404898194886,390.0,0.017092520770208505,496.0,0.016179704558619296
75,,,235.0,0.0012686708903672027,308.0,0.018722455474914197,391.0,0.01741315446366406,497.0,0.01620860980794744
76,,,236.0,0.0010724006978170444,309.0,0.0181039746283204,392.0,0.017694548233530612,498.0,0.016204961141261534
77,,,237.0,0.0009026696854015079,310.0,0.017449454060346228,393.0,0.017934737400259575,499.0,0.016168845734195653
78,,,238.0,0.00075660989442261,311.0,0.016764517559352304,394.0,0.01813204941014639,500.0,0.01610054519460141
79,,,239.0,0.000631530356644053,312.0,0.016054843308860055,395.0,0.018285123238851845,501.0,0.016000532106354114
80,,,240.0,0.000524932068903771,313.0,0.015326088853756558,396.0,0.01839292497568884,502.0,0.01586946469943307
81,,,241.0,0.00043451640578105066,314.0,0.014583820029265534,397.0,0.01845475934060831,503.0,0.01570817972870697
82,,,242.0,0.0003581879144338811,315.0,0.013833445002369365,398.0,0.018470276956657775,504.0,0.015517683667997396
83,,,243.0,0.0002940524284991384,316.0,0.013080154399701113,399.0,0.018439477275728238,505.0,0.015299142347800429
84,,,244.0,0.00024041140133191028,317.0,0.01232886830555333,400.0,0.018362707131703838,506.0,0.015053869184481553
85,,,245.0,0.0001957532996472778,318.0,0.011584190715138299,401.0,0.018240654971834126,507.0,0.014783312165509242
86,,,246.0,0.0001587428232534985,319.0,0.010850371827333394,402.0,0.018074340891778097,508.0,0.01448903976919609
87,,,247.0,0.00012820863090057504,320.0,0.010131278364622798,403.0,0.017865102671170037,509.0,0.014172726008343859
88,,,248.0,0.00010313016141010107,321.0,0.009430371919428894,404.0,0.017614578073482563,510.0,0.013836134794322105
89,,,249.0,8.2624047543341e-05,322.0,0.008750695151990458,405.0,0.01732468373342432,511.0,0.013481103822807854
90,,,250.0,6.593053095763249e-05,323.0,0.008094865507643384,406.0,0.016997591008812617,512.0,0.01310952818306151
91,,,251.0,5.240020277031459e-05,324.0,0.007465075984871836,407.0,0.016635699217110934,513.0,0.012723343890695472
92,,,252.0,4.14813175823693e-05,325.0,0.00686310237138965,408.0,0.016241606712523466,514.0,0.012324511538523958
93,,,253.0,3.2707860526095094e-05,326.0,0.006290316275216012,409.0,0.01581808028396458,515.0,0.011915000251995439
94,,,254.0,2.5688487612656052e-05,327.0,0.005747703211812786,410.0,0.015368023369674707,516.0,0.011496772125162293
95,,,255.0,2.009640949932161e-05,328.0,0.005235884966153983,411.0,0.01489444358893042,517.0,0.011071767300013417
96,,,256.0,1.5660247521699147e-05,329.0,0.004755145429413241,412.0,0.014400420086443624,518.0,0.010641889836986829
97,,,257.0,1.2155857898874717e-05,330.0,0.004305459111926514,413.0,0.013889071170186758,519.0,0.01020899450786359
98,,,258.0,9.399094679426375e-06,331.0,0.003886521555151289,414.0,0.013363522700995976,520.0,0.00977487462423956
99,,,259.0,7.2394633875263015e-06,332.0,0.003497780903083327,415.0,0.012826877660453252,521.0,0.009341250995703779
100,,,260.0,5.554604528436927e-06,333.0,0.00313846994516569,416.0,0.012282187286127635,522.0,0.008909762092558211
101,,,261.0,4.245538194575387e-06,334.0,0.0028076380053604507,417.0,0.011732424119172514,523.0,0.008481955468097477
102,,,262.0,3.232597083593707e-06,335.0,0.0025041821228645182,418.0,0.0111804572613657,524.0,0.008059280475750311
103,,,263.0,2.4519744704546796e-06,336.0,0.0022268770461280818,419.0,0.010629030086788203,525.0,0.007643082297710491
104,,,,,337.0,0.0019744036406746704,420.0,0.010080740600037153,526.0,0.007234597282806771
105,,,,,338.0,0.0017453753904610888,421.0,0.009538024578312047,527.0,0.0068349495745443824
